[08:07:37] MySQL Database Connected
[08:32:22] 13349 InteractiveElements catched
[08:32:22] 1485 HouseInformations catched
[08:32:22] 556 InteractiveDoors catched
[08:32:23] 3614 MapPositions uncatched
[08:32:23] 14681 MapPositions catched
[08:32:23] 42 MapZaaps catched
[08:32:23] 79 MapSubways catched
[08:32:23] 15228 SpellLevels catched 
[08:32:23] 4772 Spells catched 
[08:32:23] 316 GuildEmblems catched 
[08:32:23] 1179 LearnableSpells catched 
[08:32:23] 9780 ItemTemplates catched 
[08:32:23] 4489 Weapons catched 
[08:32:23] 363 ItemSets catched 
[08:32:23] 171 ItemTypes catched 
[08:32:23] 110 ItemPets catched 
[08:32:24] 2476 NpcTemplates catched 
[08:32:24] 787 NpcSpawns catched 
[08:32:24] 94 NpcItems catched 
[08:32:24] 19801 NpcMessages catched 
[08:32:24] 7 NpcReplies catched 
[08:32:24] 353 Triggers catched
[08:32:24] 1277 Paddocks catched
[08:32:24] 72 Mounts catched
[08:32:24] 4 Guild catched
[08:32:24] 3 GuildMembers catched
[08:32:25] 120 Handlers Readed
[08:32:25] 164 Messages Readed
[08:32:25] WorldServer start in 15246 ms.
[08:36:17] MySQL Database Connected
[08:36:17] 16 Breeds catched
[08:36:17] 256 Heads catched
[08:36:17] 561 Effects catched
[08:36:18] 4 SuperAreas catched
[08:36:18] 48 Areas catched
[08:36:19] 334 SubAreas catched
[08:36:33] 11260 DofusMaps catched
[08:36:33] 9761 StatedElements catched
[08:36:33] 13349 InteractiveElements catched
[08:36:34] 1485 HouseInformations catched
[08:36:34] 556 InteractiveDoors catched
[08:36:34] 3614 MapPositions uncatched
[08:36:34] 14681 MapPositions catched
[08:36:34] 42 MapZaaps catched
[08:36:34] 79 MapSubways catched
[08:36:34] 15228 SpellLevels catched 
[08:36:34] 4772 Spells catched 
[08:36:34] 316 GuildEmblems catched 
[08:36:34] 1179 LearnableSpells catched 
[08:36:34] 9780 ItemTemplates catched 
[08:36:35] 4489 Weapons catched 
[08:36:35] 363 ItemSets catched 
[08:36:35] 171 ItemTypes catched 
[08:36:35] 110 ItemPets catched 
[08:36:35] 2476 NpcTemplates catched 
[08:36:35] 787 NpcSpawns catched 
[08:36:35] 94 NpcItems catched 
[08:36:35] 19801 NpcMessages catched 
[08:36:35] 7 NpcReplies catched 
[08:36:36] 353 Triggers catched
[08:36:36] 1277 Paddocks catched
[08:36:36] 72 Mounts catched
[08:36:36] 4 Guild catched
[08:36:36] 3 GuildMembers catched
[08:36:36] 120 Handlers Readed
[08:36:37] 164 Messages Readed
[08:36:37] WorldServer start in 19777 ms.
[08:40:46] MySQL Database Connected
[08:40:46] 16 Breeds catched
[08:40:46] 256 Heads catched
[08:40:46] 561 Effects catched
[08:40:47] 4 SuperAreas catched
[08:40:47] 48 Areas catched
[08:40:48] 334 SubAreas catched
[08:40:55] 11260 DofusMaps catched
[08:40:55] 9761 StatedElements catched
[08:40:55] 13349 InteractiveElements catched
[08:40:55] 1485 HouseInformations catched
[08:40:55] 556 InteractiveDoors catched
[08:40:56] 3614 MapPositions uncatched
[08:40:56] 14681 MapPositions catched
[08:40:56] 42 MapZaaps catched
[08:40:56] 79 MapSubways catched
[08:40:56] 15228 SpellLevels catched 
[08:40:56] 4772 Spells catched 
[08:40:56] 316 GuildEmblems catched 
[08:40:56] 1179 LearnableSpells catched 
[08:40:56] 9780 ItemTemplates catched 
[08:40:56] 4489 Weapons catched 
[08:40:56] 363 ItemSets catched 
[08:40:56] 171 ItemTypes catched 
[08:40:56] 110 ItemPets catched 
[08:40:57] 2476 NpcTemplates catched 
[08:40:57] 787 NpcSpawns catched 
[08:40:57] 94 NpcItems catched 
[08:40:57] 19801 NpcMessages catched 
[08:40:57] 7 NpcReplies catched 
[08:40:57] 353 Triggers catched
[08:40:57] 1277 Paddocks catched
[08:40:57] 72 Mounts catched
[08:40:57] 4 Guild catched
[08:40:57] 3 GuildMembers catched
[08:40:58] 120 Handlers Readed
[08:40:58] 164 Messages Readed
[08:40:58] WorldServer start in 12538 ms.
[08:41:35] MySQL Database Connected
[08:41:35] 16 Breeds catched
[08:41:35] 256 Heads catched
[08:41:35] 561 Effects catched
[08:41:36] 4 SuperAreas catched
[08:41:36] 48 Areas catched
[08:41:37] 334 SubAreas catched
[08:41:44] 11260 DofusMaps catched
[08:41:44] 9761 StatedElements catched
[08:41:44] 13349 InteractiveElements catched
[08:41:44] 1485 HouseInformations catched
[08:41:44] 556 InteractiveDoors catched
[08:41:44] 3614 MapPositions uncatched
[08:41:44] 14681 MapPositions catched
[08:41:44] 42 MapZaaps catched
[08:41:44] 79 MapSubways catched
[08:41:45] 15228 SpellLevels catched 
[08:41:45] 4772 Spells catched 
[08:41:45] 316 GuildEmblems catched 
[08:41:45] 1179 LearnableSpells catched 
[08:41:45] 9780 ItemTemplates catched 
[08:41:45] 4489 Weapons catched 
[08:41:45] 363 ItemSets catched 
[08:41:45] 171 ItemTypes catched 
[08:41:45] 110 ItemPets catched 
[08:41:46] 2476 NpcTemplates catched 
[08:41:46] 787 NpcSpawns catched 
[08:41:46] 94 NpcItems catched 
[08:41:46] 19801 NpcMessages catched 
[08:41:46] 7 NpcReplies catched 
[08:41:46] 353 Triggers catched
[08:41:46] 1277 Paddocks catched
[08:41:47] MySQL Database Connected
[08:41:48] 16 Breeds catched
[08:41:48] 256 Heads catched
[08:41:48] 561 Effects catched
[08:41:48] 4 SuperAreas catched
[08:41:48] 48 Areas catched
[08:41:49] 334 SubAreas catched
[08:42:02] 11260 DofusMaps catched
[08:42:02] 9761 StatedElements catched
[08:42:02] 13349 InteractiveElements catched
[08:42:02] 1485 HouseInformations catched
[08:42:02] 556 InteractiveDoors catched
[08:42:02] 3614 MapPositions uncatched
[08:42:02] 14681 MapPositions catched
[08:42:02] 42 MapZaaps catched
[08:42:02] 79 MapSubways catched
[08:42:02] 15228 SpellLevels catched 
[08:42:02] 4772 Spells catched 
[08:42:02] 316 GuildEmblems catched 
[08:42:02] 1179 LearnableSpells catched 
[08:42:03] 9780 ItemTemplates catched 
[08:42:03] 4489 Weapons catched 
[08:42:03] 363 ItemSets catched 
[08:42:03] 171 ItemTypes catched 
[08:42:03] 110 ItemPets catched 
[08:42:03] 2476 NpcTemplates catched 
[08:42:03] 787 NpcSpawns catched 
[08:42:03] 94 NpcItems catched 
[08:42:03] 19801 NpcMessages catched 
[08:42:03] 7 NpcReplies catched 
[08:42:04] 353 Triggers catched
[08:42:04] 1277 Paddocks catched
[08:42:04] 72 Mounts catched
[08:42:04] 4 Guild catched
[08:42:04] 3 GuildMembers catched
[08:42:04] 120 Handlers Readed
[08:42:05] 164 Messages Readed
[08:42:05] WorldServer start in 17631 ms.
[08:43:29] MySQL Database Connected
[08:43:29] 16 Breeds catched
[08:43:29] 256 Heads catched
[08:43:29] 561 Effects catched
[08:43:29] 4 SuperAreas catched
[08:43:29] 48 Areas catched
[08:43:30] 334 SubAreas catched
[08:43:39] 11260 DofusMaps catched
[08:43:39] 9761 StatedElements catched
[08:43:39] 13349 InteractiveElements catched
[08:43:39] 1485 HouseInformations catched
[08:43:39] 556 InteractiveDoors catched
[08:43:39] 3614 MapPositions uncatched
[08:43:39] 14681 MapPositions catched
[08:43:39] 42 MapZaaps catched
[08:43:39] 79 MapSubways catched
[08:43:39] 15228 SpellLevels catched 
[08:43:39] 4772 Spells catched 
[08:43:39] 316 GuildEmblems catched 
[08:43:39] 1179 LearnableSpells catched 
[08:43:40] 9780 ItemTemplates catched 
[08:43:40] 4489 Weapons catched 
[08:43:40] 363 ItemSets catched 
[08:43:40] 171 ItemTypes catched 
[08:43:40] 110 ItemPets catched 
[08:43:40] 2476 NpcTemplates catched 
[08:43:40] 787 NpcSpawns catched 
[08:43:40] 94 NpcItems catched 
[08:43:41] 19801 NpcMessages catched 
[08:43:41] 7 NpcReplies catched 
[08:43:41] 353 Triggers catched
[08:43:41] 1277 Paddocks catched
[08:43:41] 72 Mounts catched
[08:43:41] 4 Guild catched
[08:43:41] 3 GuildMembers catched
[08:43:41] 120 Handlers Readed
[08:43:42] 164 Messages Readed
[08:43:42] WorldServer start in 13485 ms.
[09:01:27] MySQL Database Connected
[09:01:27] 16 Breeds catched
[09:01:27] 256 Heads catched
[09:01:27] 561 Effects catched
[09:01:28] 4 SuperAreas catched
[09:01:28] 48 Areas catched
[09:01:29] 334 SubAreas catched
[09:01:36] 11260 DofusMaps catched
[09:01:36] 9761 StatedElements catched
[09:01:36] 13349 InteractiveElements catched
[09:01:36] 1485 HouseInformations catched
[09:01:36] 556 InteractiveDoors catched
[09:01:37] 3614 MapPositions uncatched
[09:01:37] 14681 MapPositions catched
[09:01:37] 42 MapZaaps catched
[09:01:37] 79 MapSubways catched
[09:01:37] 15228 SpellLevels catched 
[09:01:37] 4772 Spells catched 
[09:01:37] 316 GuildEmblems catched 
[09:01:37] 1179 LearnableSpells catched 
[09:01:37] 9780 ItemTemplates catched 
[09:01:37] 4489 Weapons catched 
[09:01:37] 363 ItemSets catched 
[09:01:37] 171 ItemTypes catched 
[09:01:37] 110 ItemPets catched 
[09:01:38] 2476 NpcTemplates catched 
[09:01:38] 787 NpcSpawns catched 
[09:01:38] 94 NpcItems catched 
[09:01:38] 19801 NpcMessages catched 
[09:01:38] 7 NpcReplies catched 
[09:01:38] 353 Triggers catched
[09:01:38] 1277 Paddocks catched
[09:01:38] 72 Mounts catched
[09:01:38] 4 Guild catched
[09:01:38] 3 GuildMembers catched
[09:01:39] 120 Handlers Readed
[09:01:39] 164 Messages Readed
[09:01:39] WorldServer start in 12585 ms.
[09:02:49] MySQL Database Connected
[09:02:49] 16 Breeds catched
[09:02:49] 256 Heads catched
[09:02:49] 561 Effects catched
[09:02:49] 4 SuperAreas catched
[09:02:49] 48 Areas catched
[09:02:50] 334 SubAreas catched
[09:03:06] 11260 DofusMaps catched
[09:03:06] 9761 StatedElements catched
[09:03:06] 13349 InteractiveElements catched
[09:03:06] 1485 HouseInformations catched
[09:03:06] 556 InteractiveDoors catched
[09:03:06] 3614 MapPositions uncatched
[09:03:06] 14681 MapPositions catched
[09:03:06] 42 MapZaaps catched
[09:03:06] 79 MapSubways catched
[09:03:06] 15228 SpellLevels catched 
[09:03:06] 4772 Spells catched 
[09:03:06] 316 GuildEmblems catched 
[09:03:06] 1179 LearnableSpells catched 
[09:03:07] 9780 ItemTemplates catched 
[09:03:07] 4489 Weapons catched 
[09:03:07] 363 ItemSets catched 
[09:03:07] 171 ItemTypes catched 
[09:03:07] 110 ItemPets catched 
[09:03:07] 2476 NpcTemplates catched 
[09:03:07] 787 NpcSpawns catched 
[09:03:07] 94 NpcItems catched 
[09:03:07] 19801 NpcMessages catched 
[09:03:07] 7 NpcReplies catched 
[09:03:08] 353 Triggers catched
[09:03:08] 1277 Paddocks catched
[09:03:08] 72 Mounts catched
[09:03:08] 4 Guild catched
[09:03:08] 3 GuildMembers catched
[09:03:08] 120 Handlers Readed
[09:03:09] 164 Messages Readed
[09:03:09] WorldServer start in 20096 ms.
[09:45:53] MySQL Database Connected
[09:45:53] 16 Breeds catched
[09:45:53] 256 Heads catched
[09:45:53] 561 Effects catched
[09:45:54] 4 SuperAreas catched
[09:45:54] 48 Areas catched
[09:45:55] 334 SubAreas catched
[09:46:03] 11260 DofusMaps catched
[09:46:03] 9761 StatedElements catched
[09:46:03] 13349 InteractiveElements catched
[09:46:03] 1485 HouseInformations catched
[09:46:03] 556 InteractiveDoors catched
[09:46:03] 3614 MapPositions uncatched
[09:46:03] 14681 MapPositions catched
[09:46:03] 42 MapZaaps catched
[09:46:03] 79 MapSubways catched
[09:46:03] 15228 SpellLevels catched 
[09:46:03] 4772 Spells catched 
[09:46:03] 316 GuildEmblems catched 
[09:46:03] 1179 LearnableSpells catched 
[09:46:03] 9780 ItemTemplates catched 
[09:46:04] 4489 Weapons catched 
[09:46:04] 363 ItemSets catched 
[09:46:04] 171 ItemTypes catched 
[09:46:04] 110 ItemPets catched 
[09:46:04] 2476 NpcTemplates catched 
[09:46:04] 787 NpcSpawns catched 
[09:46:04] 94 NpcItems catched 
[09:46:04] 19801 NpcMessages catched 
[09:46:04] 7 NpcReplies catched 
[09:46:05] 353 Triggers catched
[09:46:05] 1277 Paddocks catched
[09:46:05] 72 Mounts catched
[09:46:05] 4 Guild catched
[09:46:05] 3 GuildMembers catched
[09:46:05] 120 Handlers Readed
[09:46:06] 164 Messages Readed
[09:46:06] WorldServer start in 12496 ms.
[09:47:06] MySQL Database Connected
[09:47:06] 16 Breeds catched
[09:47:06] 256 Heads catched
[09:47:06] 561 Effects catched
[09:47:06] 4 SuperAreas catched
[09:47:06] 48 Areas catched
[09:47:07] 334 SubAreas catched
[09:47:14] 11260 DofusMaps catched
[09:47:14] 9761 StatedElements catched
[09:47:15] 13349 InteractiveElements catched
[09:47:15] 1485 HouseInformations catched
[09:47:15] 556 InteractiveDoors catched
[09:47:15] 3614 MapPositions uncatched
[09:47:15] 14681 MapPositions catched
[09:47:15] 42 MapZaaps catched
[09:47:15] 79 MapSubways catched
[09:47:15] 15228 SpellLevels catched 
[09:47:15] 4772 Spells catched 
[09:47:15] 316 GuildEmblems catched 
[09:47:15] 1179 LearnableSpells catched 
[09:47:15] 9780 ItemTemplates catched 
[09:47:15] 4489 Weapons catched 
[09:47:15] 363 ItemSets catched 
[09:47:15] 171 ItemTypes catched 
[09:47:16] 110 ItemPets catched 
[09:47:16] 2476 NpcTemplates catched 
[09:47:16] 787 NpcSpawns catched 
[09:47:16] 94 NpcItems catched 
[09:47:16] 19801 NpcMessages catched 
[09:47:16] 7 NpcReplies catched 
[09:47:16] 353 Triggers catched
[09:47:17] 1277 Paddocks catched
[09:47:17] 72 Mounts catched
[09:47:17] 4 Guild catched
[09:47:17] 3 GuildMembers catched
[09:47:17] 120 Handlers Readed
[09:47:17] 164 Messages Readed
[09:47:18] WorldServer start in 12150 ms.
[09:49:03] MySQL Database Connected
[09:49:03] 16 Breeds catched
[09:49:03] 256 Heads catched
[09:49:03] 561 Effects catched
[09:49:03] 4 SuperAreas catched
[09:49:03] 48 Areas catched
[09:49:04] 334 SubAreas catched
[09:49:11] 11260 DofusMaps catched
[09:49:11] 9761 StatedElements catched
[09:49:12] 13349 InteractiveElements catched
[09:49:12] 1485 HouseInformations catched
[09:49:12] 556 InteractiveDoors catched
[09:49:12] 3614 MapPositions uncatched
[09:49:12] 14681 MapPositions catched
[09:49:12] 42 MapZaaps catched
[09:49:12] 79 MapSubways catched
[09:49:12] 15228 SpellLevels catched 
[09:49:12] 4772 Spells catched 
[09:49:12] 316 GuildEmblems catched 
[09:49:12] 1179 LearnableSpells catched 
[09:49:12] 9780 ItemTemplates catched 
[09:49:12] 4489 Weapons catched 
[09:49:12] 363 ItemSets catched 
[09:49:12] 171 ItemTypes catched 
[09:49:13] 110 ItemPets catched 
[09:49:13] 2476 NpcTemplates catched 
[09:49:13] 787 NpcSpawns catched 
[09:49:13] 94 NpcItems catched 
[09:49:13] 19801 NpcMessages catched 
[09:49:13] 7 NpcReplies catched 
[09:49:13] 353 Triggers catched
[09:49:13] 1277 Paddocks catched
[09:49:13] 72 Mounts catched
[09:49:13] 4 Guild catched
[09:49:13] 3 GuildMembers catched
[09:49:14] 120 Handlers Readed
[09:49:14] 164 Messages Readed
[09:49:14] WorldServer start in 11937 ms.
[10:09:22] MySQL Database Connected
[10:09:22] 16 Breeds catched
[10:09:22] 256 Heads catched
[10:09:22] 561 Effects catched
[10:09:22] 4 SuperAreas catched
[10:09:22] 48 Areas catched
[10:09:23] 334 SubAreas catched
[10:09:31] 11260 DofusMaps catched
[10:09:31] 9761 StatedElements catched
[10:09:31] 13349 InteractiveElements catched
[10:09:31] 1485 HouseInformations catched
[10:09:31] 556 InteractiveDoors catched
[10:09:31] 3614 MapPositions uncatched
[10:09:31] 14681 MapPositions catched
[10:09:31] 42 MapZaaps catched
[10:09:31] 79 MapSubways catched
[10:09:31] 15228 SpellLevels catched 
[10:09:31] 4772 Spells catched 
[10:09:31] 316 GuildEmblems catched 
[10:09:31] 1179 LearnableSpells catched 
[10:09:32] 9780 ItemTemplates catched 
[10:09:32] 4489 Weapons catched 
[10:09:32] 363 ItemSets catched 
[10:09:32] 171 ItemTypes catched 
[10:09:32] 110 ItemPets catched 
[10:09:32] 2476 NpcTemplates catched 
[10:09:32] 787 NpcSpawns catched 
[10:09:32] 94 NpcItems catched 
[10:09:32] 19801 NpcMessages catched 
[10:09:32] 7 NpcReplies catched 
[10:09:33] 353 Triggers catched
[10:09:33] 1277 Paddocks catched
[10:09:33] 72 Mounts catched
[10:09:33] 4 Guild catched
[10:09:33] 3 GuildMembers catched
[10:09:33] 120 Handlers Readed
[10:09:34] 164 Messages Readed
[10:09:34] WorldServer start in 12178 ms.
[10:19:49] MySQL Database Connected
[10:19:49] 16 Breeds catched
[10:19:49] 256 Heads catched
[10:19:49] 561 Effects catched
[10:19:49] 4 SuperAreas catched
[10:19:49] 48 Areas catched
[10:19:50] 334 SubAreas catched
[10:19:58] 11260 DofusMaps catched
[10:19:58] 9761 StatedElements catched
[10:19:58] 13349 InteractiveElements catched
[10:19:58] 1485 HouseInformations catched
[10:19:58] 556 InteractiveDoors catched
[10:19:58] 3614 MapPositions uncatched
[10:19:58] 14681 MapPositions catched
[10:19:58] 42 MapZaaps catched
[10:19:58] 79 MapSubways catched
[10:19:58] 15228 SpellLevels catched 
[10:19:58] 4772 Spells catched 
[10:19:58] 316 GuildEmblems catched 
[10:19:58] 1179 LearnableSpells catched 
[10:19:59] 9780 ItemTemplates catched 
[10:19:59] 4489 Weapons catched 
[10:19:59] 363 ItemSets catched 
[10:19:59] 171 ItemTypes catched 
[10:19:59] 110 ItemPets catched 
[10:19:59] 2476 NpcTemplates catched 
[10:19:59] 787 NpcSpawns catched 
[10:19:59] 94 NpcItems catched 
[10:19:59] 19801 NpcMessages catched 
[10:19:59] 7 NpcReplies catched 
[10:20:00] 353 Triggers catched
[10:20:00] 1277 Paddocks catched
[10:20:00] 72 Mounts catched
[10:20:00] 4 Guild catched
[10:20:00] 3 GuildMembers catched
[10:20:00] 120 Handlers Readed
[10:20:01] 164 Messages Readed
[10:20:01] WorldServer start in 12294 ms.
[10:22:05] MySQL Database Connected
[10:22:05] 16 Breeds catched
[10:22:05] 256 Heads catched
[10:22:05] 561 Effects catched
[10:22:06] 4 SuperAreas catched
[10:22:06] 48 Areas catched
[10:22:07] 334 SubAreas catched
[10:22:14] 11260 DofusMaps catched
[10:22:14] 9761 StatedElements catched
[10:22:14] 13349 InteractiveElements catched
[10:22:15] 1485 HouseInformations catched
[10:22:15] 556 InteractiveDoors catched
[10:22:15] 3614 MapPositions uncatched
[10:22:15] 14681 MapPositions catched
[10:22:15] 42 MapZaaps catched
[10:22:15] 79 MapSubways catched
[10:22:15] 15228 SpellLevels catched 
[10:22:15] 4772 Spells catched 
[10:22:15] 316 GuildEmblems catched 
[10:22:15] 1179 LearnableSpells catched 
[10:22:15] 9780 ItemTemplates catched 
[10:22:15] 4489 Weapons catched 
[10:22:15] 363 ItemSets catched 
[10:22:15] 171 ItemTypes catched 
[10:22:15] 110 ItemPets catched 
[10:22:16] 2476 NpcTemplates catched 
[10:22:16] 787 NpcSpawns catched 
[10:22:16] 94 NpcItems catched 
[10:22:16] 19801 NpcMessages catched 
[10:22:16] 7 NpcReplies catched 
[10:22:16] 353 Triggers catched
[10:22:16] 1277 Paddocks catched
[10:22:16] 72 Mounts catched
[10:22:16] 4 Guild catched
[10:22:16] 3 GuildMembers catched
[10:22:17] 120 Handlers Readed
[10:22:17] 164 Messages Readed
[10:22:17] WorldServer start in 12336 ms.
[10:23:29] MySQL Database Connected
[10:23:30] 16 Breeds catched
[10:23:30] 256 Heads catched
[10:23:30] 561 Effects catched
[10:23:30] 4 SuperAreas catched
[10:23:30] 48 Areas catched
[10:23:31] 334 SubAreas catched
[10:23:39] 11260 DofusMaps catched
[10:23:39] 9761 StatedElements catched
[10:23:39] 13349 InteractiveElements catched
[10:23:39] 1485 HouseInformations catched
[10:23:39] 556 InteractiveDoors catched
[10:23:39] 3614 MapPositions uncatched
[10:23:39] 14681 MapPositions catched
[10:23:39] 42 MapZaaps catched
[10:23:39] 79 MapSubways catched
[10:23:39] 15228 SpellLevels catched 
[10:23:39] 4772 Spells catched 
[10:23:39] 316 GuildEmblems catched 
[10:23:39] 1179 LearnableSpells catched 
[10:23:40] 9780 ItemTemplates catched 
[10:23:40] 4489 Weapons catched 
[10:23:40] 363 ItemSets catched 
[10:23:40] 171 ItemTypes catched 
[10:23:40] 110 ItemPets catched 
[10:23:41] 2476 NpcTemplates catched 
[10:23:41] 787 NpcSpawns catched 
[10:23:41] 94 NpcItems catched 
[10:23:41] 19801 NpcMessages catched 
[10:23:41] 7 NpcReplies catched 
[10:23:41] 353 Triggers catched
[10:23:41] 1277 Paddocks catched
[10:23:41] 72 Mounts catched
[10:23:41] 4 Guild catched
[10:23:41] 3 GuildMembers catched
[10:23:41] 120 Handlers Readed
[10:23:42] 164 Messages Readed
[10:23:42] WorldServer start in 12833 ms.
[10:27:14] MySQL Database Connected
[10:27:14] 16 Breeds catched
[10:27:14] 256 Heads catched
[10:27:14] 561 Effects catched
[10:27:15] 4 SuperAreas catched
[10:27:15] 48 Areas catched
[10:27:16] 334 SubAreas catched
[10:27:56] MySQL Database Connected
[10:27:56] 16 Breeds catched
[10:27:56] 256 Heads catched
[10:27:56] 561 Effects catched
[10:27:56] 4 SuperAreas catched
[10:27:56] 48 Areas catched
[10:27:57] 334 SubAreas catched
[10:28:03] 11260 DofusMaps catched
[10:28:03] 9761 StatedElements catched
[10:28:03] 13349 InteractiveElements catched
[10:28:03] 1485 HouseInformations catched
[10:28:03] 556 InteractiveDoors catched
[10:28:03] 3614 MapPositions uncatched
[10:28:03] 14681 MapPositions catched
[10:28:03] 42 MapZaaps catched
[10:28:03] 79 MapSubways catched
[10:28:04] 15228 SpellLevels catched 
[10:28:04] 4772 Spells catched 
[10:28:04] 316 GuildEmblems catched 
[10:28:04] 1179 LearnableSpells catched 
[10:28:04] 9780 ItemTemplates catched 
[10:28:04] 4489 Weapons catched 
[10:28:04] 363 ItemSets catched 
[10:28:04] 171 ItemTypes catched 
[10:28:04] 110 ItemPets catched 
[10:28:05] 2476 NpcTemplates catched 
[10:28:05] 787 NpcSpawns catched 
[10:28:05] 94 NpcItems catched 
[10:28:05] 19801 NpcMessages catched 
[10:28:05] 7 NpcReplies catched 
[10:28:05] 353 Triggers catched
[10:28:05] 1277 Paddocks catched
[10:28:05] 72 Mounts catched
[10:28:05] 4 Guild catched
[10:28:05] 3 GuildMembers catched
[10:28:05] 120 Handlers Readed
[10:28:06] 164 Messages Readed
[10:28:06] WorldServer start in 10429 ms.
[10:30:57] MySQL Database Connected
[10:30:57] 16 Breeds catched
[10:30:57] 256 Heads catched
[10:30:57] 561 Effects catched
[10:30:57] 4 SuperAreas catched
[10:30:57] 48 Areas catched
[10:30:58] 334 SubAreas catched
[10:31:05] 11260 DofusMaps catched
[10:31:05] 9761 StatedElements catched
[10:31:05] 13349 InteractiveElements catched
[10:31:05] 1485 HouseInformations catched
[10:31:05] 556 InteractiveDoors catched
[10:31:05] 3614 MapPositions uncatched
[10:31:05] 14681 MapPositions catched
[10:31:05] 42 MapZaaps catched
[10:31:05] 79 MapSubways catched
[10:31:06] 15228 SpellLevels catched 
[10:31:06] 4772 Spells catched 
[10:31:06] 316 GuildEmblems catched 
[10:31:06] 1179 LearnableSpells catched 
[10:31:06] 9780 ItemTemplates catched 
[10:31:06] 4489 Weapons catched 
[10:31:06] 363 ItemSets catched 
[10:31:06] 171 ItemTypes catched 
[10:31:06] 110 ItemPets catched 
[10:31:07] 2476 NpcTemplates catched 
[10:31:07] 787 NpcSpawns catched 
[10:31:07] 94 NpcItems catched 
[10:31:07] 19801 NpcMessages catched 
[10:31:07] 7 NpcReplies catched 
[10:31:07] 353 Triggers catched
[10:31:07] 1277 Paddocks catched
[10:31:07] 72 Mounts catched
[10:31:07] 4 Guild catched
[10:31:07] 3 GuildMembers catched
[10:31:08] 120 Handlers Readed
[10:31:08] 164 Messages Readed
[10:31:08] WorldServer start in 11808 ms.
[10:35:26] MySQL Database Connected
[10:35:26] 16 Breeds catched
[10:35:26] 256 Heads catched
[10:35:26] 561 Effects catched
[10:35:27] 4 SuperAreas catched
[10:35:27] 48 Areas catched
[10:35:28] 334 SubAreas catched
[10:35:35] 11260 DofusMaps catched
[10:35:35] 9761 StatedElements catched
