[10:39:48] MySQL Database Connected
[11:35:11] 256 Heads catched
[11:35:11] 561 Effects catched
[11:35:11] 4 SuperAreas catched
[11:35:11] 48 Areas catched
[11:35:12] 334 SubAreas catched
[11:35:20] 11260 DofusMaps catched
[11:35:20] 9761 StatedElements catched
[11:35:20] 13349 InteractiveElements catched
[11:35:20] 1485 HouseInformations catched
[11:35:20] 556 InteractiveDoors catched
[11:35:20] 3614 MapPositions uncatched
[11:35:20] 14681 MapPositions catched
[11:35:20] 42 MapZaaps catched
[11:35:20] 79 MapSubways catched
[11:35:20] 15228 SpellLevels catched 
[11:35:20] 4772 Spells catched 
[11:35:20] 316 GuildEmblems catched 
[11:35:20] 1179 LearnableSpells catched 
[11:35:21] 9780 ItemTemplates catched 
[11:35:21] 4489 Weapons catched 
[11:35:21] 363 ItemSets catched 
[11:35:21] 171 ItemTypes catched 
[11:35:21] 110 ItemPets catched 
[11:35:21] 2476 NpcTemplates catched 
[11:35:21] 787 NpcSpawns catched 
[11:35:21] 94 NpcItems catched 
[11:35:21] 19801 NpcMessages catched 
[11:35:21] 7 NpcReplies catched 
[11:35:22] 353 Triggers catched
[11:35:22] 1277 Paddocks catched
[11:35:22] 72 Mounts catched
[11:35:22] 4 Guild catched
[11:35:22] 3 GuildMembers catched
[11:35:22] 122 Handlers Readed
[11:35:23] 166 Messages Readed
[11:35:23] WorldServer start in 12309 ms.
[11:37:36] MySQL Database Connected
[11:37:36] 16 Breeds catched
[11:37:36] 256 Heads catched
[11:37:36] 561 Effects catched
[11:37:36] 4 SuperAreas catched
[11:37:36] 48 Areas catched
[11:37:37] 334 SubAreas catched
[11:37:45] 11260 DofusMaps catched
[11:37:45] 9761 StatedElements catched
[11:37:45] 13349 InteractiveElements catched
[11:37:45] 1485 HouseInformations catched
[11:37:45] 556 InteractiveDoors catched
[11:37:45] 3614 MapPositions uncatched
[11:37:45] 14681 MapPositions catched
[11:37:45] 42 MapZaaps catched
[11:37:45] 79 MapSubways catched
[11:37:46] 15228 SpellLevels catched 
[11:37:46] 4772 Spells catched 
[11:37:46] 316 GuildEmblems catched 
[11:37:46] 1179 LearnableSpells catched 
[11:37:46] 9780 ItemTemplates catched 
[11:37:46] 4489 Weapons catched 
[11:37:46] 363 ItemSets catched 
[11:37:46] 171 ItemTypes catched 
[11:37:46] 110 ItemPets catched 
[11:37:47] 2476 NpcTemplates catched 
[11:37:47] 787 NpcSpawns catched 
[11:37:47] 94 NpcItems catched 
[11:37:47] 19801 NpcMessages catched 
[11:37:47] 7 NpcReplies catched 
[11:37:47] 353 Triggers catched
[11:37:47] 1277 Paddocks catched
[11:37:47] 72 Mounts catched
[11:37:47] 4 Guild catched
[11:37:47] 3 GuildMembers catched
[11:37:48] 122 Handlers Readed
[11:37:48] 166 Messages Readed
[11:37:48] WorldServer start in 12636 ms.
[11:50:18] MySQL Database Connected
[11:50:18] 16 Breeds catched
[11:50:18] 256 Heads catched
[11:50:18] 561 Effects catched
[11:50:18] 4 SuperAreas catched
[11:50:18] 48 Areas catched
[11:50:19] 334 SubAreas catched
[11:50:26] 11260 DofusMaps catched
[11:50:26] 9761 StatedElements catched
[11:50:27] 13349 InteractiveElements catched
[11:50:27] 1485 HouseInformations catched
[11:50:27] 556 InteractiveDoors catched
[11:50:27] 3614 MapPositions uncatched
[11:50:27] 14681 MapPositions catched
[11:50:27] 42 MapZaaps catched
[11:50:27] 79 MapSubways catched
[11:50:27] 15228 SpellLevels catched 
[11:50:27] 4772 Spells catched 
[11:50:27] 316 GuildEmblems catched 
[11:50:27] 1179 LearnableSpells catched 
[11:50:27] 9780 ItemTemplates catched 
[11:50:27] 4489 Weapons catched 
[11:50:27] 363 ItemSets catched 
[11:50:27] 171 ItemTypes catched 
[11:50:28] 110 ItemPets catched 
[11:50:28] 2476 NpcTemplates catched 
[11:50:28] 787 NpcSpawns catched 
[11:50:28] 94 NpcItems catched 
[11:50:28] 19801 NpcMessages catched 
[11:50:28] 7 NpcReplies catched 
[11:50:28] 353 Triggers catched
[11:50:28] 1277 Paddocks catched
[11:50:28] 72 Mounts catched
[11:50:28] 4 Guild catched
[11:50:28] 3 GuildMembers catched
[11:50:29] 122 Handlers Readed
[11:50:29] 166 Messages Readed
[11:50:30] WorldServer start in 11924 ms.
[12:21:08] MySQL Database Connected
[12:21:09] 16 Breeds catched
[12:21:09] 256 Heads catched
[12:21:09] 561 Effects catched
[12:21:09] 4 SuperAreas catched
[12:21:09] 48 Areas catched
[12:21:10] 334 SubAreas catched
[12:21:17] 11260 DofusMaps catched
[12:21:17] 9761 StatedElements catched
[12:21:18] 13349 InteractiveElements catched
[12:21:18] 1485 HouseInformations catched
[12:21:18] 556 InteractiveDoors catched
[12:21:18] 3614 MapPositions uncatched
[12:21:18] 14681 MapPositions catched
[12:21:18] 42 MapZaaps catched
[12:21:18] 79 MapSubways catched
[12:21:18] 15228 SpellLevels catched 
[12:21:18] 4772 Spells catched 
[12:21:18] 316 GuildEmblems catched 
[12:21:18] 1179 LearnableSpells catched 
[12:21:18] 9780 ItemTemplates catched 
[12:21:18] 4489 Weapons catched 
[12:21:18] 363 ItemSets catched 
[12:21:18] 171 ItemTypes catched 
[12:21:19] 110 ItemPets catched 
[12:21:19] 2476 NpcTemplates catched 
[12:21:19] 787 NpcSpawns catched 
[12:21:19] 94 NpcItems catched 
[12:21:19] 19801 NpcMessages catched 
[12:21:19] 7 NpcReplies catched 
[12:21:19] 353 Triggers catched
[12:21:19] 1277 Paddocks catched
[12:21:19] 72 Mounts catched
[12:21:19] 4 Guild catched
[12:21:19] 3 GuildMembers catched
[12:21:20] 122 Handlers Readed
[12:21:20] 166 Messages Readed
[12:21:21] WorldServer start in 12375 ms.
[12:24:10] MySQL Database Connected
[12:24:10] 16 Breeds catched
[12:24:10] 256 Heads catched
[12:24:10] 561 Effects catched
[12:24:11] 4 SuperAreas catched
[12:24:11] 48 Areas catched
[12:24:12] 334 SubAreas catched
[12:24:19] 11260 DofusMaps catched
[12:24:19] 9761 StatedElements catched
[12:24:19] 13349 InteractiveElements catched
[12:24:19] 1485 HouseInformations catched
[12:24:19] 556 InteractiveDoors catched
[12:24:20] 3614 MapPositions uncatched
[12:24:20] 14681 MapPositions catched
[12:24:20] 42 MapZaaps catched
[12:24:20] 79 MapSubways catched
[12:24:20] 15228 SpellLevels catched 
[12:24:20] 4772 Spells catched 
[12:24:20] 316 GuildEmblems catched 
[12:24:20] 1179 LearnableSpells catched 
[12:24:20] 9780 ItemTemplates catched 
[12:24:20] 4489 Weapons catched 
[12:24:20] 363 ItemSets catched 
[12:24:20] 171 ItemTypes catched 
[12:24:20] 110 ItemPets catched 
[12:24:21] 2476 NpcTemplates catched 
[12:24:21] 787 NpcSpawns catched 
[12:24:21] 94 NpcItems catched 
[12:24:21] 19801 NpcMessages catched 
[12:24:21] 7 NpcReplies catched 
[12:24:21] 353 Triggers catched
[12:24:21] 1277 Paddocks catched
[12:24:21] 72 Mounts catched
[12:24:21] 4 Guild catched
[12:24:21] 3 GuildMembers catched
[12:24:22] 122 Handlers Readed
[12:24:22] 166 Messages Readed
[12:24:22] WorldServer start in 12350 ms.
[12:54:48] MySQL Database Connected
[12:54:48] 16 Breeds catched
[12:54:48] 256 Heads catched
[12:54:48] 561 Effects catched
[12:54:48] 4 SuperAreas catched
[12:54:48] 48 Areas catched
[12:54:49] 334 SubAreas catched
[12:54:58] 11260 DofusMaps catched
[12:54:58] 9761 StatedElements catched
[12:54:58] 13349 InteractiveElements catched
[12:54:58] 1485 HouseInformations catched
[12:54:58] 556 InteractiveDoors catched
[12:54:58] 3614 MapPositions uncatched
[12:54:58] 14681 MapPositions catched
[12:54:58] 42 MapZaaps catched
[12:54:58] 79 MapSubways catched
[12:54:58] 15228 SpellLevels catched 
[12:54:58] 4772 Spells catched 
[12:54:58] 316 GuildEmblems catched 
[12:54:58] 1179 LearnableSpells catched 
[12:54:59] 9780 ItemTemplates catched 
[12:54:59] 4489 Weapons catched 
[12:54:59] 363 ItemSets catched 
[12:54:59] 171 ItemTypes catched 
[12:54:59] 110 ItemPets catched 
[12:54:59] 2476 NpcTemplates catched 
[12:54:59] 787 NpcSpawns catched 
[12:54:59] 94 NpcItems catched 
[12:55:00] 19801 NpcMessages catched 
[12:55:00] 7 NpcReplies catched 
[12:55:00] 353 Triggers catched
[12:55:00] 1277 Paddocks catched
[12:55:00] 72 Mounts catched
[12:55:00] 4 Guild catched
[12:55:00] 3 GuildMembers catched
[12:55:00] 122 Handlers Readed
[12:55:01] 166 Messages Readed
[12:55:01] WorldServer start in 13510 ms.
[13:40:52] MySQL Database Connected
[13:40:52] 16 Breeds catched
[13:40:52] 256 Heads catched
[13:40:52] 561 Effects catched
[13:40:52] 4 SuperAreas catched
[13:40:52] 48 Areas catched
[13:40:53] 334 SubAreas catched
[13:41:01] 11260 DofusMaps catched
[13:41:01] 9761 StatedElements catched
[13:41:01] 13349 InteractiveElements catched
[13:41:01] 1485 HouseInformations catched
[13:41:01] 556 InteractiveDoors catched
[13:41:01] 3614 MapPositions uncatched
[13:41:01] 14681 MapPositions catched
[13:41:01] 42 MapZaaps catched
[13:41:01] 79 MapSubways catched
[13:41:01] 15228 SpellLevels catched 
[13:41:01] 4772 Spells catched 
[13:41:01] 316 GuildEmblems catched 
[13:41:01] 1179 LearnableSpells catched 
[13:41:02] 9780 ItemTemplates catched 
[13:41:02] 4489 Weapons catched 
[13:41:02] 363 ItemSets catched 
[13:41:02] 171 ItemTypes catched 
[13:41:02] 110 ItemPets catched 
[13:41:02] 2476 NpcTemplates catched 
[13:41:02] 787 NpcSpawns catched 
[13:41:02] 94 NpcItems catched 
[13:41:02] 19801 NpcMessages catched 
[13:41:02] 7 NpcReplies catched 
[13:41:03] 353 Triggers catched
[13:41:03] 1277 Paddocks catched
[13:41:03] 72 Mounts catched
[13:41:03] 4 Guild catched
[13:41:03] 3 GuildMembers catched
[13:41:03] 122 Handlers Readed
[13:41:04] 166 Messages Readed
[13:41:04] WorldServer start in 12306 ms.
[14:05:04] MySQL Database Connected
[14:05:04] 16 Breeds catched
[14:05:04] 256 Heads catched
[14:05:04] 561 Effects catched
[14:05:05] 4 SuperAreas catched
[14:05:05] 48 Areas catched
[14:05:06] 334 SubAreas catched
[14:05:14] 11260 DofusMaps catched
[14:05:14] 9761 StatedElements catched
[14:05:14] 13349 InteractiveElements catched
[14:05:14] 1485 HouseInformations catched
[14:05:14] 556 InteractiveDoors catched
[14:05:14] 3614 MapPositions uncatched
[14:05:14] 14681 MapPositions catched
[14:05:14] 42 MapZaaps catched
[14:05:14] 79 MapSubways catched
[14:05:14] 15228 SpellLevels catched 
[14:05:14] 4772 Spells catched 
[14:05:14] 316 GuildEmblems catched 
[14:05:14] 1179 LearnableSpells catched 
[14:05:15] 9780 ItemTemplates catched 
[14:05:15] 4489 Weapons catched 
[14:05:15] 363 ItemSets catched 
[14:05:15] 171 ItemTypes catched 
[14:05:15] 110 ItemPets catched 
[14:05:15] 2476 NpcTemplates catched 
[14:05:15] 787 NpcSpawns catched 
[14:05:15] 94 NpcItems catched 
[14:05:15] 19801 NpcMessages catched 
[14:05:15] 7 NpcReplies catched 
[14:05:16] 353 Triggers catched
[14:05:16] 1277 Paddocks catched
[14:05:16] 72 Mounts catched
[14:05:16] 4 Guild catched
[14:05:16] 3 GuildMembers catched
[14:05:16] 122 Handlers Readed
[14:05:17] 166 Messages Readed
[14:05:17] WorldServer start in 12862 ms.
[14:36:38] MySQL Database Connected
[14:36:38] 16 Breeds catched
[14:36:38] 256 Heads catched
[14:36:38] 561 Effects catched
[14:36:38] 4 SuperAreas catched
[14:36:38] 48 Areas catched
[14:36:39] 334 SubAreas catched
[14:36:47] 11260 DofusMaps catched
[14:36:47] 9761 StatedElements catched
[14:36:47] 13349 InteractiveElements catched
[14:36:47] 1485 HouseInformations catched
[14:36:47] 556 InteractiveDoors catched
[14:36:47] 3614 MapPositions uncatched
[14:36:47] 14681 MapPositions catched
[14:36:47] 42 MapZaaps catched
[14:36:47] 79 MapSubways catched
[14:36:47] 15228 SpellLevels catched 
[14:36:47] 4772 Spells catched 
[14:36:47] 316 GuildEmblems catched 
[14:36:47] 1179 LearnableSpells catched 
[14:36:48] 9780 ItemTemplates catched 
[14:36:48] 4489 Weapons catched 
[14:36:48] 363 ItemSets catched 
[14:36:48] 171 ItemTypes catched 
[14:36:48] 110 ItemPets catched 
[14:36:48] 2476 NpcTemplates catched 
[14:36:48] 787 NpcSpawns catched 
[14:36:48] 94 NpcItems catched 
[14:36:48] 19801 NpcMessages catched 
[14:36:48] 7 NpcReplies catched 
[14:36:49] 353 Triggers catched
[14:36:49] 1277 Paddocks catched
[14:36:49] 72 Mounts catched
[14:36:49] 4 Guild catched
[14:36:49] 3 GuildMembers catched
[14:36:49] 122 Handlers Readed
[14:36:50] 166 Messages Readed
[14:36:50] WorldServer start in 12373 ms.
[14:39:06] MySQL Database Connected
[14:39:06] 16 Breeds catched
[14:39:06] 256 Heads catched
[14:39:06] 561 Effects catched
[14:39:07] 4 SuperAreas catched
[14:39:07] 48 Areas catched
[14:39:08] 334 SubAreas catched
[14:39:15] 11260 DofusMaps catched
[14:39:15] 9761 StatedElements catched
[14:39:15] 13349 InteractiveElements catched
[14:39:15] 1485 HouseInformations catched
[14:39:15] 556 InteractiveDoors catched
[14:39:16] 3614 MapPositions uncatched
[14:39:16] 14681 MapPositions catched
[14:39:16] 42 MapZaaps catched
[14:39:16] 79 MapSubways catched
[14:39:16] 15228 SpellLevels catched 
[14:39:16] 4772 Spells catched 
[14:39:16] 316 GuildEmblems catched 
[14:39:16] 1179 LearnableSpells catched 
[14:39:16] 9780 ItemTemplates catched 
[14:39:16] 4489 Weapons catched 
[14:39:16] 363 ItemSets catched 
[14:39:16] 171 ItemTypes catched 
[14:39:16] 110 ItemPets catched 
[14:39:17] 2476 NpcTemplates catched 
[14:39:17] 787 NpcSpawns catched 
[14:39:17] 94 NpcItems catched 
[14:39:17] 19801 NpcMessages catched 
[14:39:17] 7 NpcReplies catched 
[14:39:17] 353 Triggers catched
[14:39:17] 1277 Paddocks catched
[14:39:17] 72 Mounts catched
[14:39:17] 4 Guild catched
[14:39:17] 3 GuildMembers catched
[14:39:18] 122 Handlers Readed
[14:39:18] 166 Messages Readed
[14:39:18] WorldServer start in 12710 ms.
[14:43:12] MySQL Database Connected
[14:43:12] 16 Breeds catched
[14:43:12] 256 Heads catched
[14:43:12] 561 Effects catched
[14:43:12] 4 SuperAreas catched
[14:43:12] 48 Areas catched
[14:43:13] 334 SubAreas catched
[14:43:26] 11260 DofusMaps catched
[14:43:26] 9761 StatedElements catched
[14:43:26] 13349 InteractiveElements catched
[14:43:27] 1485 HouseInformations catched
[14:43:27] 556 InteractiveDoors catched
[14:43:27] 3614 MapPositions uncatched
[14:43:27] 14681 MapPositions catched
[14:43:27] 42 MapZaaps catched
[14:43:27] 79 MapSubways catched
[14:43:27] 15228 SpellLevels catched 
[14:43:27] 4772 Spells catched 
[14:43:27] 316 GuildEmblems catched 
[14:43:27] 1179 LearnableSpells catched 
[14:43:27] 9780 ItemTemplates catched 
[14:43:27] 4489 Weapons catched 
[14:43:27] 363 ItemSets catched 
[14:43:27] 171 ItemTypes catched 
[14:43:27] 110 ItemPets catched 
[14:43:28] 2476 NpcTemplates catched 
[14:43:28] 787 NpcSpawns catched 
[14:43:28] 94 NpcItems catched 
[14:43:28] 19801 NpcMessages catched 
[14:43:28] 7 NpcReplies catched 
[14:43:28] 353 Triggers catched
[14:43:28] 1277 Paddocks catched
[14:43:28] 72 Mounts catched
[14:43:28] 4 Guild catched
[14:43:28] 3 GuildMembers catched
[14:43:29] 122 Handlers Readed
[14:43:29] 166 Messages Readed
[14:43:29] WorldServer start in 17807 ms.
[14:54:59] MySQL Database Connected
[14:54:59] 16 Breeds catched
[14:54:59] 256 Heads catched
[14:54:59] 561 Effects catched
[14:55:00] 4 SuperAreas catched
[14:55:00] 48 Areas catched
[14:55:01] 334 SubAreas catched
[14:55:08] 11260 DofusMaps catched
[14:55:08] 9761 StatedElements catched
[14:55:08] 13349 InteractiveElements catched
[14:55:08] 1485 HouseInformations catched
[14:55:08] 556 InteractiveDoors catched
[14:55:09] 3614 MapPositions uncatched
[14:55:09] 14681 MapPositions catched
[14:55:09] 42 MapZaaps catched
[14:55:09] 79 MapSubways catched
[14:55:09] 15228 SpellLevels catched 
[14:55:09] 4772 Spells catched 
[14:55:09] 316 GuildEmblems catched 
[14:55:09] 1179 LearnableSpells catched 
[14:55:09] 9780 ItemTemplates catched 
[14:55:09] 4489 Weapons catched 
[14:55:09] 363 ItemSets catched 
[14:55:09] 171 ItemTypes catched 
[14:55:09] 110 ItemPets catched 
[14:55:10] 2476 NpcTemplates catched 
[14:55:10] 787 NpcSpawns catched 
[14:55:10] 94 NpcItems catched 
[14:55:10] 19801 NpcMessages catched 
[14:55:10] 7 NpcReplies catched 
[14:55:10] 353 Triggers catched
[14:55:10] 1277 Paddocks catched
[14:55:10] 72 Mounts catched
[14:55:10] 4 Guild catched
[14:55:10] 3 GuildMembers catched
[14:55:11] 122 Handlers Readed
[14:55:11] 166 Messages Readed
[14:55:11] WorldServer start in 12732 ms.
[14:57:49] MySQL Database Connected
[14:57:49] 16 Breeds catched
[14:57:49] 256 Heads catched
[14:57:49] 561 Effects catched
[14:57:50] 4 SuperAreas catched
[14:57:50] 48 Areas catched
[14:57:51] 334 SubAreas catched
[14:58:00] 11260 DofusMaps catched
[14:58:00] 9761 StatedElements catched
[14:58:00] 13349 InteractiveElements catched
[14:58:00] 1485 HouseInformations catched
[14:58:00] 556 InteractiveDoors catched
[14:58:00] 3614 MapPositions uncatched
[14:58:00] 14681 MapPositions catched
[14:58:00] 42 MapZaaps catched
[14:58:00] 79 MapSubways catched
[14:58:01] 15228 SpellLevels catched 
[14:58:01] 4772 Spells catched 
[14:58:01] 316 GuildEmblems catched 
[14:58:01] 1179 LearnableSpells catched 
[14:58:01] 9780 ItemTemplates catched 
[14:58:01] 4489 Weapons catched 
[14:58:01] 363 ItemSets catched 
[14:58:01] 171 ItemTypes catched 
[14:58:01] 110 ItemPets catched 
[14:58:02] 2476 NpcTemplates catched 
[14:58:02] 787 NpcSpawns catched 
[14:58:02] 94 NpcItems catched 
[14:58:02] 19801 NpcMessages catched 
[14:58:02] 7 NpcReplies catched 
[14:58:02] 353 Triggers catched
[14:58:02] 1277 Paddocks catched
[14:58:02] 72 Mounts catched
[14:58:02] 4 Guild catched
[14:58:02] 3 GuildMembers catched
[14:58:03] 122 Handlers Readed
[14:58:03] 166 Messages Readed
[14:58:03] WorldServer start in 14696 ms.
[15:01:38] MySQL Database Connected
[15:01:38] 16 Breeds catched
[15:01:38] 256 Heads catched
[15:01:38] 561 Effects catched
[15:01:39] 4 SuperAreas catched
[15:01:39] 48 Areas catched
[15:01:40] 334 SubAreas catched
[15:01:47] 11260 DofusMaps catched
[15:01:47] 9761 StatedElements catched
[15:01:47] 13349 InteractiveElements catched
