[10:39:48] MySQL Database Connected
[15:01:47] 1485 HouseInformations catched
[15:01:47] 556 InteractiveDoors catched
[15:01:47] 3614 MapPositions uncatched
[15:01:47] 14681 MapPositions catched
[15:01:47] 42 MapZaaps catched
[15:01:47] 79 MapSubways catched
[15:01:47] 15228 SpellLevels catched 
[15:01:47] 4772 Spells catched 
[15:01:47] 316 GuildEmblems catched 
[15:01:47] 1179 LearnableSpells catched 
[15:01:49] 9780 ItemTemplates catched 
[15:01:49] 4489 Weapons catched 
[15:01:49] 363 ItemSets catched 
[15:01:49] 171 ItemTypes catched 
[15:01:49] 110 ItemPets catched 
[15:01:50] 2476 NpcTemplates catched 
[15:01:50] 787 NpcSpawns catched 
[15:01:50] 94 NpcItems catched 
[15:01:50] 19801 NpcMessages catched 
[15:01:50] 7 NpcReplies catched 
[15:01:50] 353 Triggers catched
[15:01:50] 1277 Paddocks catched
[15:01:50] 72 Mounts catched
[15:01:50] 4 Guild catched
[15:01:50] 3 GuildMembers catched
[15:01:51] 122 Handlers Readed
[15:01:51] 166 Messages Readed
[15:01:51] WorldServer start in 13511 ms.
[15:04:29] MySQL Database Connected
[15:04:29] 16 Breeds catched
[15:04:29] 256 Heads catched
[15:04:29] 561 Effects catched
[15:04:30] 4 SuperAreas catched
[15:04:30] 48 Areas catched
[15:04:31] 334 SubAreas catched
[15:04:38] 11260 DofusMaps catched
[15:04:38] 9761 StatedElements catched
[15:04:38] 13349 InteractiveElements catched
[15:04:38] 1485 HouseInformations catched
[15:04:38] 556 InteractiveDoors catched
[15:04:38] 3614 MapPositions uncatched
[15:04:38] 14681 MapPositions catched
[15:04:38] 42 MapZaaps catched
[15:04:38] 79 MapSubways catched
[15:04:39] 15228 SpellLevels catched 
[15:04:39] 4772 Spells catched 
[15:04:39] 316 GuildEmblems catched 
[15:04:39] 1179 LearnableSpells catched 
[15:04:39] 9780 ItemTemplates catched 
[15:04:39] 4489 Weapons catched 
[15:04:39] 363 ItemSets catched 
[15:04:39] 171 ItemTypes catched 
[15:04:39] 110 ItemPets catched 
[15:04:40] 2476 NpcTemplates catched 
[15:04:40] 787 NpcSpawns catched 
[15:04:40] 94 NpcItems catched 
[15:04:40] 19801 NpcMessages catched 
[15:04:40] 7 NpcReplies catched 
[15:04:40] 353 Triggers catched
[15:04:40] 1277 Paddocks catched
[15:04:40] 72 Mounts catched
[15:04:40] 4 Guild catched
[15:04:40] 3 GuildMembers catched
[15:04:40] 122 Handlers Readed
[15:04:41] 166 Messages Readed
[15:04:41] WorldServer start in 12326 ms.
[15:07:15] MySQL Database Connected
[15:07:15] 16 Breeds catched
[15:07:15] 256 Heads catched
[15:07:15] 561 Effects catched
[15:07:16] 4 SuperAreas catched
[15:07:16] 48 Areas catched
[15:07:16] 334 SubAreas catched
[15:07:24] 11260 DofusMaps catched
[15:07:24] 9761 StatedElements catched
[15:07:24] 13349 InteractiveElements catched
[15:07:24] 1485 HouseInformations catched
[15:07:24] 556 InteractiveDoors catched
[15:07:24] 3614 MapPositions uncatched
[15:07:24] 14681 MapPositions catched
[15:07:24] 42 MapZaaps catched
[15:07:24] 79 MapSubways catched
[15:07:24] 15228 SpellLevels catched 
[15:07:25] 4772 Spells catched 
[15:07:25] 316 GuildEmblems catched 
[15:07:25] 1179 LearnableSpells catched 
[15:07:25] 9780 ItemTemplates catched 
[15:07:25] 4489 Weapons catched 
[15:07:25] 363 ItemSets catched 
[15:07:25] 171 ItemTypes catched 
[15:07:25] 110 ItemPets catched 
[15:07:25] 2476 NpcTemplates catched 
[15:07:25] 787 NpcSpawns catched 
[15:07:25] 94 NpcItems catched 
[15:07:25] 19801 NpcMessages catched 
[15:07:25] 7 NpcReplies catched 
[15:07:26] 353 Triggers catched
[15:07:26] 1277 Paddocks catched
[15:07:26] 72 Mounts catched
[15:07:26] 4 Guild catched
[15:07:26] 3 GuildMembers catched
[15:07:26] 122 Handlers Readed
[15:07:27] 166 Messages Readed
[15:07:27] WorldServer start in 12137 ms.
[15:08:37] MySQL Database Connected
[15:08:37] 16 Breeds catched
[15:08:37] 256 Heads catched
[15:08:37] 561 Effects catched
[15:08:37] 4 SuperAreas catched
[15:08:37] 48 Areas catched
[15:08:39] 334 SubAreas catched
[15:08:46] 11260 DofusMaps catched
[15:08:46] 9761 StatedElements catched
[15:08:46] 13349 InteractiveElements catched
[15:08:46] 1485 HouseInformations catched
[15:08:46] 556 InteractiveDoors catched
[15:08:47] 3614 MapPositions uncatched
[15:08:47] 14681 MapPositions catched
[15:08:47] 42 MapZaaps catched
[15:08:47] 79 MapSubways catched
[15:08:47] 15228 SpellLevels catched 
[15:08:47] 4772 Spells catched 
[15:08:47] 316 GuildEmblems catched 
[15:08:47] 1179 LearnableSpells catched 
[15:08:47] 9780 ItemTemplates catched 
[15:08:47] 4489 Weapons catched 
[15:08:47] 363 ItemSets catched 
[15:08:47] 171 ItemTypes catched 
[15:08:47] 110 ItemPets catched 
[15:08:48] 2476 NpcTemplates catched 
[15:08:48] 787 NpcSpawns catched 
[15:08:48] 94 NpcItems catched 
[15:08:48] 19801 NpcMessages catched 
[15:08:48] 7 NpcReplies catched 
[15:08:48] 353 Triggers catched
[15:08:48] 1277 Paddocks catched
[15:08:48] 72 Mounts catched
[15:08:48] 4 Guild catched
[15:08:48] 3 GuildMembers catched
[15:08:49] 122 Handlers Readed
[15:08:50] 166 Messages Readed
[15:08:50] WorldServer start in 13021 ms.
[15:10:59] MySQL Database Connected
[15:10:59] 16 Breeds catched
[15:10:59] 256 Heads catched
[15:10:59] 561 Effects catched
[15:10:59] 4 SuperAreas catched
[15:10:59] 48 Areas catched
[15:11:01] 334 SubAreas catched
[15:11:08] 11260 DofusMaps catched
[15:11:08] 9761 StatedElements catched
[15:11:09] 13349 InteractiveElements catched
[15:11:09] 1485 HouseInformations catched
[15:11:09] 556 InteractiveDoors catched
[15:11:09] 3614 MapPositions uncatched
[15:11:09] 14681 MapPositions catched
[15:11:09] 42 MapZaaps catched
[15:11:09] 79 MapSubways catched
[15:11:09] 15228 SpellLevels catched 
[15:11:09] 4772 Spells catched 
[15:11:09] 316 GuildEmblems catched 
[15:11:09] 1179 LearnableSpells catched 
[15:11:09] 9780 ItemTemplates catched 
[15:11:09] 4489 Weapons catched 
[15:11:09] 363 ItemSets catched 
[15:11:09] 171 ItemTypes catched 
[15:11:10] 110 ItemPets catched 
[15:11:10] 2476 NpcTemplates catched 
[15:11:10] 787 NpcSpawns catched 
[15:11:10] 94 NpcItems catched 
[15:11:10] 19801 NpcMessages catched 
[15:11:10] 7 NpcReplies catched 
[15:11:10] 353 Triggers catched
[15:11:10] 1277 Paddocks catched
[15:11:10] 72 Mounts catched
[15:11:10] 4 Guild catched
[15:11:10] 3 GuildMembers catched
[15:11:11] 122 Handlers Readed
[15:11:11] 166 Messages Readed
[15:11:11] WorldServer start in 12841 ms.
[15:13:31] MySQL Database Connected
[15:13:31] 16 Breeds catched
[15:13:31] 256 Heads catched
[15:13:31] 561 Effects catched
[15:13:32] 4 SuperAreas catched
[15:13:32] 48 Areas catched
[15:13:33] 334 SubAreas catched
[15:13:40] 11260 DofusMaps catched
[15:13:40] 9761 StatedElements catched
[15:13:40] 13349 InteractiveElements catched
[15:13:40] 1485 HouseInformations catched
[15:13:40] 556 InteractiveDoors catched
[15:13:40] 3614 MapPositions uncatched
[15:13:40] 14681 MapPositions catched
[15:13:40] 42 MapZaaps catched
[15:13:40] 79 MapSubways catched
[15:13:41] 15228 SpellLevels catched 
[15:13:41] 4772 Spells catched 
[15:13:41] 316 GuildEmblems catched 
[15:13:41] 1179 LearnableSpells catched 
[15:13:41] 9780 ItemTemplates catched 
[15:13:41] 4489 Weapons catched 
[15:13:41] 363 ItemSets catched 
[15:13:41] 171 ItemTypes catched 
[15:13:41] 110 ItemPets catched 
[15:13:42] 2476 NpcTemplates catched 
[15:13:42] 787 NpcSpawns catched 
[15:13:42] 94 NpcItems catched 
[15:13:42] 19801 NpcMessages catched 
[15:13:42] 7 NpcReplies catched 
[15:13:42] 353 Triggers catched
[15:13:42] 1277 Paddocks catched
[15:13:42] 72 Mounts catched
[15:13:42] 4 Guild catched
[15:13:42] 3 GuildMembers catched
[15:13:43] 122 Handlers Readed
[15:13:43] 166 Messages Readed
[15:13:43] WorldServer start in 12405 ms.
[15:17:14] MySQL Database Connected
[15:17:14] 16 Breeds catched
[15:17:14] 256 Heads catched
[15:17:14] 561 Effects catched
[15:17:14] 4 SuperAreas catched
[15:17:14] 48 Areas catched
[15:17:15] 334 SubAreas catched
[15:17:23] 11260 DofusMaps catched
[15:17:23] 9761 StatedElements catched
[15:17:23] 13349 InteractiveElements catched
[15:17:23] 1485 HouseInformations catched
[15:17:23] 556 InteractiveDoors catched
[15:17:23] 3614 MapPositions uncatched
[15:17:23] 14681 MapPositions catched
[15:17:23] 42 MapZaaps catched
[15:17:23] 79 MapSubways catched
[15:17:23] 15228 SpellLevels catched 
[15:17:23] 4772 Spells catched 
[15:17:23] 316 GuildEmblems catched 
[15:17:23] 1179 LearnableSpells catched 
[15:17:24] 9780 ItemTemplates catched 
[15:17:24] 4489 Weapons catched 
[15:17:24] 363 ItemSets catched 
[15:17:24] 171 ItemTypes catched 
[15:17:24] 110 ItemPets catched 
[15:17:24] 2476 NpcTemplates catched 
[15:17:24] 787 NpcSpawns catched 
[15:17:24] 94 NpcItems catched 
[15:17:24] 19801 NpcMessages catched 
[15:17:24] 7 NpcReplies catched 
[15:17:25] 353 Triggers catched
[15:17:25] 1277 Paddocks catched
[15:17:25] 72 Mounts catched
[15:17:25] 4 Guild catched
[15:17:25] 3 GuildMembers catched
[15:17:25] 122 Handlers Readed
[15:17:26] 166 Messages Readed
[15:17:26] WorldServer start in 12259 ms.
[23:15:52] MySQL Database Connected
[23:16:22] MySQL Database Connected
[23:20:22] MySQL Database Connected
[23:20:23] 16 Breeds catched
[23:20:23] 256 Heads catched
[23:20:23] 561 Effects catched
[23:20:23] 4 SuperAreas catched
[23:20:23] 48 Areas catched
[23:20:24] 334 SubAreas catched
[23:20:34] 11260 DofusMaps catched
[23:20:34] 9761 StatedElements catched
[23:20:34] 13349 InteractiveElements catched
[23:20:34] 1485 HouseInformations catched
[23:20:34] 556 InteractiveDoors catched
[23:20:34] 3614 MapPositions uncatched
[23:20:34] 14681 MapPositions catched
[23:20:34] 42 MapZaaps catched
[23:20:34] 79 MapSubways catched
[23:20:34] 15228 SpellLevels catched 
[23:20:35] 4772 Spells catched 
[23:20:35] 316 GuildEmblems catched 
[23:20:35] 1179 LearnableSpells catched 
[23:20:35] 9780 ItemTemplates catched 
[23:20:35] 4489 Weapons catched 
[23:20:35] 363 ItemSets catched 
[23:20:35] 171 ItemTypes catched 
[23:20:35] 110 ItemPets catched 
[23:20:36] 2476 NpcTemplates catched 
[23:20:36] 787 NpcSpawns catched 
[23:20:36] 94 NpcItems catched 
[23:20:36] 19801 NpcMessages catched 
[23:20:36] 7 NpcReplies catched 
[23:20:37] 353 Triggers catched
[23:20:37] 1277 Paddocks catched
[23:20:37] 72 Mounts catched
[23:20:37] 4 Guild catched
[23:20:37] 3 GuildMembers catched
[23:20:38] 122 Handlers Readed
[23:20:38] 166 Messages Readed
[23:20:38] WorldServer start in 15847 ms.
[23:21:32] MySQL Database Connected
[23:21:32] 16 Breeds catched
[23:21:32] 256 Heads catched
[23:21:32] 561 Effects catched
[23:21:33] 4 SuperAreas catched
[23:21:33] 48 Areas catched
[23:21:34] 334 SubAreas catched
[23:21:43] 11260 DofusMaps catched
[23:21:43] 9761 StatedElements catched
[23:21:43] 13349 InteractiveElements catched
[23:21:43] 1485 HouseInformations catched
[23:21:43] 556 InteractiveDoors catched
[23:21:43] 3614 MapPositions uncatched
[23:21:43] 14681 MapPositions catched
[23:21:43] 42 MapZaaps catched
[23:21:43] 79 MapSubways catched
[23:21:44] 15228 SpellLevels catched 
[23:21:44] 4772 Spells catched 
[23:21:44] 316 GuildEmblems catched 
[23:21:44] 1179 LearnableSpells catched 
[23:21:44] 9780 ItemTemplates catched 
[23:21:44] 4489 Weapons catched 
[23:21:44] 363 ItemSets catched 
[23:21:44] 171 ItemTypes catched 
[23:21:44] 110 ItemPets catched 
[23:21:45] 2476 NpcTemplates catched 
[23:21:45] 787 NpcSpawns catched 
[23:21:45] 94 NpcItems catched 
[23:21:45] 19801 NpcMessages catched 
[23:21:45] 7 NpcReplies catched 
[23:21:45] 353 Triggers catched
[23:21:45] 1277 Paddocks catched
[23:21:45] 72 Mounts catched
[23:21:45] 4 Guild catched
[23:21:45] 3 GuildMembers catched
[23:21:46] 122 Handlers Readed
[23:21:46] 166 Messages Readed
[23:21:46] WorldServer start in 14273 ms.
[23:22:07] MySQL Database Connected
[23:22:07] 16 Breeds catched
[23:22:07] 256 Heads catched
[23:22:07] 561 Effects catched
[23:22:08] 4 SuperAreas catched
[23:22:08] 48 Areas catched
[23:22:09] 334 SubAreas catched
[23:22:20] 11260 DofusMaps catched
[23:22:20] 9761 StatedElements catched
[23:22:20] 13349 InteractiveElements catched
[23:22:20] 1485 HouseInformations catched
[23:22:20] 556 InteractiveDoors catched
[23:22:20] 3614 MapPositions uncatched
[23:22:20] 14681 MapPositions catched
[23:22:20] 42 MapZaaps catched
[23:22:20] 79 MapSubways catched
[23:22:20] 15228 SpellLevels catched 
[23:22:21] 4772 Spells catched 
[23:22:21] 316 GuildEmblems catched 
[23:22:21] 1179 LearnableSpells catched 
[23:22:21] 9780 ItemTemplates catched 
[23:22:21] 4489 Weapons catched 
[23:22:21] 363 ItemSets catched 
[23:22:21] 171 ItemTypes catched 
[23:22:21] 110 ItemPets catched 
[23:22:22] 2476 NpcTemplates catched 
[23:22:22] 787 NpcSpawns catched 
[23:22:22] 94 NpcItems catched 
[23:22:22] 19801 NpcMessages catched 
[23:22:22] 7 NpcReplies catched 
[23:22:23] 353 Triggers catched
[23:22:23] 1277 Paddocks catched
[23:22:23] 72 Mounts catched
[23:22:23] 4 Guild catched
[23:22:23] 3 GuildMembers catched
[23:22:23] 122 Handlers Readed
[23:22:24] 166 Messages Readed
[23:22:24] WorldServer start in 16925 ms.
