[11:50:55] MySQL Database Connected
[11:52:38] 1179 LearnableSpells catched 
[11:52:39] 9780 ItemTemplates catched 
[11:52:39] 4489 Weapons catched 
[11:52:39] 363 ItemSets catched 
[11:52:39] 171 ItemTypes catched 
[11:52:39] 110 ItemPets catched 
[11:52:39] 2476 NpcTemplates catched 
[11:52:39] 787 NpcSpawns catched 
[11:52:39] 94 NpcItems catched 
[11:52:39] 19801 NpcMessages catched 
[11:52:39] 7 NpcReplies catched 
[11:52:40] 353 Triggers catched
[11:52:40] 1277 Paddocks catched
[11:52:40] 72 Mounts catched
[11:52:40] 4 Guild catched
[11:52:40] 3 GuildMembers catched
[11:52:40] 105 Handlers Readed
[11:52:41] 158 Messages Readed
[11:52:41] WorldServer start in 37695 ms.
[12:35:14] MySQL Database Connected
[12:35:15] 16 Breeds catched
[12:35:15] 256 Heads catched
[12:35:15] 561 Effects catched
[12:35:15] 4 SuperAreas catched
[12:35:15] 48 Areas catched
[12:35:16] 334 SubAreas catched
[12:36:09] 11260 DofusMaps catched
[12:36:09] 9761 StatedElements catched
[12:36:09] 13349 InteractiveElements catched
[12:36:09] 1485 HouseInformations catched
[12:36:09] 556 InteractiveDoors catched
[12:36:10] 3614 MapPositions uncatched
[12:36:10] 14681 MapPositions catched
[12:36:10] 42 MapZaaps catched
[12:36:10] 79 MapSubways catched
[12:36:10] 15228 SpellLevels catched 
[12:36:11] 4772 Spells catched 
[12:36:11] 316 GuildEmblems catched 
[12:36:11] 1179 LearnableSpells catched 
[12:36:12] 9780 ItemTemplates catched 
[12:36:12] 4489 Weapons catched 
[12:36:12] 363 ItemSets catched 
[12:36:12] 171 ItemTypes catched 
[12:36:12] 110 ItemPets catched 
[12:36:13] 2476 NpcTemplates catched 
[12:36:13] 787 NpcSpawns catched 
[12:36:13] 94 NpcItems catched 
[12:36:13] 19801 NpcMessages catched 
[12:36:13] 7 NpcReplies catched 
[12:36:13] 353 Triggers catched
[12:36:13] 1277 Paddocks catched
[12:36:13] 72 Mounts catched
[12:36:13] 4 Guild catched
[12:36:13] 3 GuildMembers catched
[12:36:14] 106 Handlers Readed
[12:36:14] 158 Messages Readed
[12:36:15] WorldServer start in 60371 ms.
[12:47:41] MySQL Database Connected
[12:47:41] 16 Breeds catched
[12:47:41] 256 Heads catched
[12:47:41] 561 Effects catched
[12:47:42] 4 SuperAreas catched
[12:47:42] 48 Areas catched
[12:47:43] 334 SubAreas catched
[12:47:50] 11260 DofusMaps catched
[12:47:50] 9761 StatedElements catched
[12:47:50] 13349 InteractiveElements catched
[12:47:50] 1485 HouseInformations catched
[12:47:50] 556 InteractiveDoors catched
[12:47:50] 3614 MapPositions uncatched
[12:47:50] 14681 MapPositions catched
[12:47:50] 42 MapZaaps catched
[12:47:50] 79 MapSubways catched
[12:47:51] 15228 SpellLevels catched 
[12:47:51] 4772 Spells catched 
[12:47:51] 316 GuildEmblems catched 
[12:47:51] 1179 LearnableSpells catched 
[12:47:51] 9780 ItemTemplates catched 
[12:47:51] 4489 Weapons catched 
[12:47:51] 363 ItemSets catched 
[12:47:51] 171 ItemTypes catched 
[12:47:51] 110 ItemPets catched 
[12:47:52] 2476 NpcTemplates catched 
[12:47:52] 787 NpcSpawns catched 
[12:47:52] 94 NpcItems catched 
[12:47:52] 19801 NpcMessages catched 
[12:47:52] 7 NpcReplies catched 
[12:47:52] 353 Triggers catched
[12:47:52] 1277 Paddocks catched
[12:47:52] 72 Mounts catched
[12:47:52] 4 Guild catched
[12:47:52] 3 GuildMembers catched
[12:47:52] 107 Handlers Readed
[12:47:53] 159 Messages Readed
[12:47:53] WorldServer start in 12206 ms.
[12:55:02] MySQL Database Connected
[12:55:02] 16 Breeds catched
[12:55:02] 256 Heads catched
[12:55:02] 561 Effects catched
[12:55:03] 4 SuperAreas catched
[12:55:03] 48 Areas catched
[12:55:05] 334 SubAreas catched
[12:57:38] 11260 DofusMaps catched
[12:57:38] 9761 StatedElements catched
[12:57:38] 13349 InteractiveElements catched
[12:57:38] 1485 HouseInformations catched
[12:57:38] 556 InteractiveDoors catched
[12:57:38] 3614 MapPositions uncatched
[12:57:38] 14681 MapPositions catched
[12:57:38] 42 MapZaaps catched
[12:57:38] 79 MapSubways catched
[12:57:39] 15228 SpellLevels catched 
[12:57:39] 4772 Spells catched 
[12:57:39] 316 GuildEmblems catched 
[12:57:39] 1179 LearnableSpells catched 
[12:57:39] 9780 ItemTemplates catched 
[12:57:39] 4489 Weapons catched 
[12:57:39] 363 ItemSets catched 
[12:57:39] 171 ItemTypes catched 
[12:57:39] 110 ItemPets catched 
[12:57:40] 2476 NpcTemplates catched 
[12:57:40] 787 NpcSpawns catched 
[12:57:40] 94 NpcItems catched 
[12:57:40] 19801 NpcMessages catched 
[12:57:40] 7 NpcReplies catched 
[12:57:40] 353 Triggers catched
[12:57:40] 1277 Paddocks catched
[12:57:40] 72 Mounts catched
[12:57:40] 4 Guild catched
[12:57:40] 3 GuildMembers catched
[12:57:41] 107 Handlers Readed
[12:57:41] 159 Messages Readed
[12:57:41] WorldServer start in 159490 ms.
[17:42:01] MySQL Database Connected
[17:42:01] 16 Breeds catched
[17:42:01] 256 Heads catched
[17:42:01] 561 Effects catched
[17:42:02] 4 SuperAreas catched
[17:42:02] 48 Areas catched
[17:42:03] 334 SubAreas catched
[22:37:16] MySQL Database Connected
[22:37:16] 16 Breeds catched
[22:37:16] 256 Heads catched
[22:37:16] 561 Effects catched
[22:37:17] 4 SuperAreas catched
[22:37:17] 48 Areas catched
[22:37:18] 334 SubAreas catched
[22:37:47] 11260 DofusMaps catched
[22:37:47] 9761 StatedElements catched
[22:37:47] 13349 InteractiveElements catched
[22:37:47] 1485 HouseInformations catched
[22:37:47] 556 InteractiveDoors catched
[22:37:47] 3614 MapPositions uncatched
[22:37:47] 14681 MapPositions catched
[22:37:47] 42 MapZaaps catched
[22:37:47] 79 MapSubways catched
[22:37:48] 15228 SpellLevels catched 
[22:37:48] 4772 Spells catched 
[22:37:48] 316 GuildEmblems catched 
[22:37:48] 1179 LearnableSpells catched 
[22:37:48] 9780 ItemTemplates catched 
[22:37:48] 4489 Weapons catched 
[22:37:48] 363 ItemSets catched 
[22:37:49] 171 ItemTypes catched 
[22:37:49] 110 ItemPets catched 
[22:37:49] 2476 NpcTemplates catched 
[22:37:50] 787 NpcSpawns catched 
[22:37:50] 94 NpcItems catched 
[22:37:50] 19801 NpcMessages catched 
[22:37:50] 7 NpcReplies catched 
[22:37:50] 353 Triggers catched
[22:37:51] 1277 Paddocks catched
[22:37:51] 72 Mounts catched
[22:37:51] 4 Guild catched
[22:37:51] 3 GuildMembers catched
[22:37:51] 107 Handlers Readed
[22:37:52] 159 Messages Readed
[22:37:52] WorldServer start in 35978 ms.
[22:39:25] MySQL Database Connected
[22:39:25] 16 Breeds catched
[22:39:25] 256 Heads catched
[22:39:25] 561 Effects catched
[22:39:25] 4 SuperAreas catched
[22:39:25] 48 Areas catched
[22:39:26] 334 SubAreas catched
[22:39:34] 11260 DofusMaps catched
[22:39:34] 9761 StatedElements catched
[22:39:34] 13349 InteractiveElements catched
[22:39:34] 1485 HouseInformations catched
[22:39:34] 556 InteractiveDoors catched
[22:39:34] 3614 MapPositions uncatched
[22:39:34] 14681 MapPositions catched
[22:39:34] 42 MapZaaps catched
[22:39:34] 79 MapSubways catched
[22:39:35] 15228 SpellLevels catched 
[22:39:35] 4772 Spells catched 
[22:39:35] 316 GuildEmblems catched 
[22:39:35] 1179 LearnableSpells catched 
[22:39:35] 9780 ItemTemplates catched 
[22:39:35] 4489 Weapons catched 
[22:39:35] 363 ItemSets catched 
[22:39:35] 171 ItemTypes catched 
[22:39:35] 110 ItemPets catched 
[22:39:36] 2476 NpcTemplates catched 
[22:39:36] 787 NpcSpawns catched 
[22:39:36] 94 NpcItems catched 
[22:39:36] 19801 NpcMessages catched 
[22:39:36] 7 NpcReplies catched 
[22:39:36] 353 Triggers catched
[22:39:36] 1277 Paddocks catched
[22:39:36] 72 Mounts catched
[22:39:36] 4 Guild catched
[22:39:36] 3 GuildMembers catched
[22:39:37] 107 Handlers Readed
[22:39:37] 159 Messages Readed
[22:39:37] WorldServer start in 12543 ms.
[22:41:56] MySQL Database Connected
[22:41:56] 16 Breeds catched
[22:41:56] 256 Heads catched
[22:41:56] 561 Effects catched
[22:41:57] 4 SuperAreas catched
[22:41:57] 48 Areas catched
[22:41:58] 334 SubAreas catched
[22:42:05] 11260 DofusMaps catched
[22:42:05] 9761 StatedElements catched
[22:42:05] 13349 InteractiveElements catched
[22:42:05] 1485 HouseInformations catched
[22:42:05] 556 InteractiveDoors catched
[22:42:06] 3614 MapPositions uncatched
[22:42:06] 14681 MapPositions catched
[22:42:06] 42 MapZaaps catched
[22:42:06] 79 MapSubways catched
[22:42:06] 15228 SpellLevels catched 
[22:42:06] 4772 Spells catched 
[22:42:06] 316 GuildEmblems catched 
[22:42:06] 1179 LearnableSpells catched 
[22:42:06] 9780 ItemTemplates catched 
[22:42:06] 4489 Weapons catched 
[22:42:06] 363 ItemSets catched 
[22:42:06] 171 ItemTypes catched 
[22:42:06] 110 ItemPets catched 
[22:42:07] 2476 NpcTemplates catched 
[22:42:07] 787 NpcSpawns catched 
[22:42:07] 94 NpcItems catched 
[22:42:07] 19801 NpcMessages catched 
[22:42:07] 7 NpcReplies catched 
[22:42:07] 353 Triggers catched
[22:42:07] 1277 Paddocks catched
[22:42:07] 72 Mounts catched
[22:42:07] 4 Guild catched
[22:42:07] 3 GuildMembers catched
[22:42:08] 107 Handlers Readed
[22:42:08] 159 Messages Readed
[22:42:08] WorldServer start in 12271 ms.
[22:42:43] MySQL Database Connected
[22:42:43] 16 Breeds catched
[22:42:43] 256 Heads catched
[22:42:43] 561 Effects catched
[22:42:44] 4 SuperAreas catched
[22:42:44] 48 Areas catched
[22:42:44] 334 SubAreas catched
[22:42:52] 11260 DofusMaps catched
[22:42:52] 9761 StatedElements catched
[22:42:52] 13349 InteractiveElements catched
[22:42:52] 1485 HouseInformations catched
[22:42:52] 556 InteractiveDoors catched
[22:42:52] 3614 MapPositions uncatched
[22:42:52] 14681 MapPositions catched
[22:42:52] 42 MapZaaps catched
[22:42:52] 79 MapSubways catched
[22:42:52] 15228 SpellLevels catched 
[22:42:53] 4772 Spells catched 
[22:42:53] 316 GuildEmblems catched 
[22:42:53] 1179 LearnableSpells catched 
[22:42:53] 9780 ItemTemplates catched 
[22:42:53] 4489 Weapons catched 
[22:42:53] 363 ItemSets catched 
[22:42:53] 171 ItemTypes catched 
[22:42:53] 110 ItemPets catched 
[22:42:54] 2476 NpcTemplates catched 
[22:42:54] 787 NpcSpawns catched 
[22:42:54] 94 NpcItems catched 
[22:42:54] 19801 NpcMessages catched 
[22:42:54] 7 NpcReplies catched 
[22:42:54] 353 Triggers catched
[22:42:54] 1277 Paddocks catched
[22:42:54] 72 Mounts catched
[22:42:54] 4 Guild catched
[22:42:54] 3 GuildMembers catched
[22:42:54] 107 Handlers Readed
[22:42:55] 159 Messages Readed
[22:42:55] WorldServer start in 12441 ms.
[22:51:42] MySQL Database Connected
[22:51:42] 16 Breeds catched
[22:51:42] 256 Heads catched
[22:51:42] 561 Effects catched
[22:51:42] 4 SuperAreas catched
[22:51:42] 48 Areas catched
[22:51:43] 334 SubAreas catched
[22:51:51] 11260 DofusMaps catched
[22:51:51] 9761 StatedElements catched
[22:51:51] 13349 InteractiveElements catched
[22:51:51] 1485 HouseInformations catched
[22:51:51] 556 InteractiveDoors catched
[22:51:51] 3614 MapPositions uncatched
[22:51:51] 14681 MapPositions catched
[22:51:51] 42 MapZaaps catched
[22:51:51] 79 MapSubways catched
[22:51:52] 15228 SpellLevels catched 
[22:51:52] 4772 Spells catched 
[22:51:52] 316 GuildEmblems catched 
[22:51:52] 1179 LearnableSpells catched 
[22:51:52] 9780 ItemTemplates catched 
[22:51:52] 4489 Weapons catched 
[22:51:52] 363 ItemSets catched 
[22:51:52] 171 ItemTypes catched 
[22:51:52] 110 ItemPets catched 
[22:51:53] 2476 NpcTemplates catched 
[22:51:53] 787 NpcSpawns catched 
[22:51:53] 94 NpcItems catched 
[22:51:53] 19801 NpcMessages catched 
[22:51:53] 7 NpcReplies catched 
[22:51:53] 353 Triggers catched
[22:51:53] 1277 Paddocks catched
[22:51:53] 72 Mounts catched
[22:51:53] 4 Guild catched
[22:51:53] 3 GuildMembers catched
[22:51:54] 107 Handlers Readed
[22:51:54] 159 Messages Readed
[22:51:54] WorldServer start in 12523 ms.
[22:52:45] MySQL Database Connected
[22:52:45] 16 Breeds catched
[22:52:45] 256 Heads catched
[22:52:45] 561 Effects catched
[22:52:46] 4 SuperAreas catched
[22:52:46] 48 Areas catched
[22:52:46] 334 SubAreas catched
[22:52:54] 11260 DofusMaps catched
[22:52:54] 9761 StatedElements catched
[22:52:54] 13349 InteractiveElements catched
[22:52:54] 1485 HouseInformations catched
[22:52:54] 556 InteractiveDoors catched
[22:52:54] 3614 MapPositions uncatched
[22:52:54] 14681 MapPositions catched
[22:52:54] 42 MapZaaps catched
[22:52:54] 79 MapSubways catched
[22:52:55] 15228 SpellLevels catched 
[22:52:55] 4772 Spells catched 
[22:52:55] 316 GuildEmblems catched 
[22:52:55] 1179 LearnableSpells catched 
[22:52:55] 9780 ItemTemplates catched 
[22:52:55] 4489 Weapons catched 
[22:52:55] 363 ItemSets catched 
[22:52:55] 171 ItemTypes catched 
[22:52:55] 110 ItemPets catched 
[22:52:56] 2476 NpcTemplates catched 
[22:52:56] 787 NpcSpawns catched 
[22:52:56] 94 NpcItems catched 
[22:52:56] 19801 NpcMessages catched 
[22:52:56] 7 NpcReplies catched 
[22:52:56] 353 Triggers catched
[22:52:56] 1277 Paddocks catched
[22:52:56] 72 Mounts catched
[22:52:56] 4 Guild catched
[22:52:56] 3 GuildMembers catched
[22:52:57] 107 Handlers Readed
[22:52:57] 159 Messages Readed
[22:52:57] WorldServer start in 12353 ms.
[22:56:48] MySQL Database Connected
[22:56:49] 16 Breeds catched
[22:56:49] 256 Heads catched
[22:56:49] 561 Effects catched
[22:56:49] 4 SuperAreas catched
[22:56:49] 48 Areas catched
[22:56:50] 334 SubAreas catched
[22:56:58] 11260 DofusMaps catched
[22:56:58] 9761 StatedElements catched
[22:56:58] 13349 InteractiveElements catched
[22:56:58] 1485 HouseInformations catched
[22:56:58] 556 InteractiveDoors catched
[22:56:58] 3614 MapPositions uncatched
[22:56:58] 14681 MapPositions catched
[22:56:58] 42 MapZaaps catched
[22:56:58] 79 MapSubways catched
[22:56:58] 15228 SpellLevels catched 
[22:56:58] 4772 Spells catched 
[22:56:58] 316 GuildEmblems catched 
[22:56:58] 1179 LearnableSpells catched 
[22:56:59] 9780 ItemTemplates catched 
[22:56:59] 4489 Weapons catched 
[22:56:59] 363 ItemSets catched 
[22:56:59] 171 ItemTypes catched 
[22:56:59] 110 ItemPets catched 
[22:56:59] 2476 NpcTemplates catched 
[22:56:59] 787 NpcSpawns catched 
[22:56:59] 94 NpcItems catched 
[22:56:59] 19801 NpcMessages catched 
[22:56:59] 7 NpcReplies catched 
[22:57:00] 353 Triggers catched
[22:57:00] 1277 Paddocks catched
[22:57:00] 72 Mounts catched
[22:57:00] 4 Guild catched
[22:57:00] 3 GuildMembers catched
[22:57:00] 107 Handlers Readed
[22:57:01] 159 Messages Readed
[22:57:01] WorldServer start in 12644 ms.
[22:59:25] MySQL Database Connected
[22:59:25] 16 Breeds catched
[22:59:25] 256 Heads catched
[22:59:25] 561 Effects catched
[22:59:26] 4 SuperAreas catched
[22:59:26] 48 Areas catched
[22:59:27] 334 SubAreas catched
[22:59:34] 11260 DofusMaps catched
[22:59:34] 9761 StatedElements catched
[22:59:34] 13349 InteractiveElements catched
[22:59:34] 1485 HouseInformations catched
[22:59:34] 556 InteractiveDoors catched
[22:59:35] 3614 MapPositions uncatched
[22:59:35] 14681 MapPositions catched
[22:59:35] 42 MapZaaps catched
[22:59:35] 79 MapSubways catched
[22:59:35] 15228 SpellLevels catched 
[22:59:35] 4772 Spells catched 
[22:59:35] 316 GuildEmblems catched 
[22:59:35] 1179 LearnableSpells catched 
[22:59:35] 9780 ItemTemplates catched 
[22:59:35] 4489 Weapons catched 
[22:59:35] 363 ItemSets catched 
[22:59:35] 171 ItemTypes catched 
[22:59:35] 110 ItemPets catched 
[22:59:36] 2476 NpcTemplates catched 
[22:59:36] 787 NpcSpawns catched 
[22:59:36] 94 NpcItems catched 
[22:59:36] 19801 NpcMessages catched 
[22:59:36] 7 NpcReplies catched 
[22:59:36] 353 Triggers catched
[22:59:36] 1277 Paddocks catched
[22:59:36] 72 Mounts catched
[22:59:36] 4 Guild catched
[22:59:36] 3 GuildMembers catched
[22:59:37] 107 Handlers Readed
[22:59:37] 159 Messages Readed
[22:59:38] WorldServer start in 12416 ms.
[23:01:48] MySQL Database Connected
[23:01:48] 16 Breeds catched
[23:01:48] 256 Heads catched
[23:01:48] 561 Effects catched
[23:01:48] 4 SuperAreas catched
[23:01:48] 48 Areas catched
[23:01:49] 334 SubAreas catched
[23:01:56] 11260 DofusMaps catched
[23:01:56] 9761 StatedElements catched
[23:01:57] 13349 InteractiveElements catched
[23:01:57] 1485 HouseInformations catched
[23:01:57] 556 InteractiveDoors catched
[23:01:57] 3614 MapPositions uncatched
[23:01:57] 14681 MapPositions catched
[23:01:57] 42 MapZaaps catched
[23:01:57] 79 MapSubways catched
[23:01:57] 15228 SpellLevels catched 
[23:01:57] 4772 Spells catched 
[23:01:57] 316 GuildEmblems catched 
[23:01:57] 1179 LearnableSpells catched 
[23:01:57] 9780 ItemTemplates catched 
[23:01:58] 4489 Weapons catched 
[23:01:58] 363 ItemSets catched 
[23:01:58] 171 ItemTypes catched 
[23:01:58] 110 ItemPets catched 
[23:01:58] 2476 NpcTemplates catched 
[23:01:58] 787 NpcSpawns catched 
[23:01:58] 94 NpcItems catched 
[23:01:58] 19801 NpcMessages catched 
[23:01:58] 7 NpcReplies catched 
[23:01:58] 353 Triggers catched
[23:01:58] 1277 Paddocks catched
[23:01:59] 72 Mounts catched
[23:01:59] 4 Guild catched
[23:01:59] 3 GuildMembers catched
[23:01:59] 107 Handlers Readed
[23:01:59] 159 Messages Readed
[23:02:00] WorldServer start in 12211 ms.
