[12:00:32] MySQL Database Connected
[12:29:05] 15228 SpellLevels catched 
[12:29:05] 4772 Spells catched 
[12:29:05] 316 GuildEmblems catched 
[12:29:05] 1179 LearnableSpells catched 
[12:29:05] 9780 ItemTemplates catched 
[12:29:05] 4489 Weapons catched 
[12:29:05] 363 ItemSets catched 
[12:29:05] 171 ItemTypes catched 
[12:29:05] 110 ItemPets catched 
[12:29:06] 2476 NpcTemplates catched 
[12:29:06] 787 NpcSpawns catched 
[12:29:06] 94 NpcItems catched 
[12:29:06] 19801 NpcMessages catched 
[12:29:06] 7 NpcReplies catched 
[12:29:06] 353 Triggers catched
[12:29:06] 1277 Paddocks catched
[12:29:06] 72 Mounts catched
[12:29:06] 4 Guild catched
[12:29:06] 3 GuildMembers catched
[12:29:07] 122 Handlers Readed
[12:29:07] 166 Messages Readed
[12:29:07] WorldServer start in 12816 ms.
[13:54:27] MySQL Database Connected
[13:54:27] 16 Breeds catched
[13:54:27] 256 Heads catched
[13:54:27] 561 Effects catched
[13:54:28] 4 SuperAreas catched
[13:54:28] 48 Areas catched
[13:54:29] 334 SubAreas catched
[13:55:07] 11260 DofusMaps catched
[13:55:07] 9761 StatedElements catched
[13:55:07] 13349 InteractiveElements catched
[13:55:08] 1485 HouseInformations catched
[13:55:08] 556 InteractiveDoors catched
[13:55:15] 3614 MapPositions uncatched
[13:55:15] 14681 MapPositions catched
[13:55:15] 42 MapZaaps catched
[13:55:15] 79 MapSubways catched
[13:55:16] 15228 SpellLevels catched 
[13:55:16] 4772 Spells catched 
[13:55:16] 316 GuildEmblems catched 
[13:55:16] 1179 LearnableSpells catched 
[13:55:17] 9780 ItemTemplates catched 
[13:55:17] 4489 Weapons catched 
[13:55:17] 363 ItemSets catched 
[13:55:17] 171 ItemTypes catched 
[13:55:17] 110 ItemPets catched 
[13:55:18] 2476 NpcTemplates catched 
[13:55:18] 787 NpcSpawns catched 
[13:55:18] 94 NpcItems catched 
[13:55:18] 19801 NpcMessages catched 
[13:55:18] 7 NpcReplies catched 
[13:55:18] 353 Triggers catched
[13:55:18] 1277 Paddocks catched
[13:55:18] 72 Mounts catched
[13:55:18] 4 Guild catched
[13:55:18] 3 GuildMembers catched
[13:55:19] 122 Handlers Readed
[13:55:19] 166 Messages Readed
[13:55:19] WorldServer start in 52823 ms.
[14:11:56] MySQL Database Connected
[14:11:56] 16 Breeds catched
[14:11:56] 256 Heads catched
[14:11:56] 561 Effects catched
[14:11:57] 4 SuperAreas catched
[14:11:57] 48 Areas catched
[14:11:58] 334 SubAreas catched
[14:12:06] 11260 DofusMaps catched
[14:12:06] 9761 StatedElements catched
[14:12:06] 13349 InteractiveElements catched
[14:12:06] 1485 HouseInformations catched
[14:12:06] 556 InteractiveDoors catched
[14:12:06] 3614 MapPositions uncatched
[14:12:06] 14681 MapPositions catched
[14:12:06] 42 MapZaaps catched
[14:12:06] 79 MapSubways catched
[14:12:07] 15228 SpellLevels catched 
[14:12:07] 4772 Spells catched 
[14:12:07] 316 GuildEmblems catched 
[14:12:07] 1179 LearnableSpells catched 
[14:12:07] 9780 ItemTemplates catched 
[14:12:07] 4489 Weapons catched 
[14:12:07] 363 ItemSets catched 
[14:12:07] 171 ItemTypes catched 
[14:12:07] 110 ItemPets catched 
[14:12:08] 2476 NpcTemplates catched 
[14:12:08] 787 NpcSpawns catched 
[14:12:08] 94 NpcItems catched 
[14:12:08] 19801 NpcMessages catched 
[14:12:08] 7 NpcReplies catched 
[14:12:08] 353 Triggers catched
[14:12:08] 1277 Paddocks catched
[14:12:08] 72 Mounts catched
[14:12:08] 4 Guild catched
[14:12:08] 3 GuildMembers catched
[14:12:09] 122 Handlers Readed
[14:12:09] 166 Messages Readed
[14:12:09] WorldServer start in 13529 ms.
[14:13:21] MySQL Database Connected
[14:13:22] 16 Breeds catched
[14:13:22] 256 Heads catched
[14:13:22] 561 Effects catched
[14:13:22] 4 SuperAreas catched
[14:13:22] 48 Areas catched
[14:13:23] 334 SubAreas catched
[14:13:31] 11260 DofusMaps catched
[14:13:31] 9761 StatedElements catched
[14:13:31] 13349 InteractiveElements catched
[14:13:31] 1485 HouseInformations catched
[14:13:31] 556 InteractiveDoors catched
[14:13:32] 3614 MapPositions uncatched
[14:13:32] 14681 MapPositions catched
[14:13:32] 42 MapZaaps catched
[14:13:32] 79 MapSubways catched
[14:13:32] 15228 SpellLevels catched 
[14:13:32] 4772 Spells catched 
[14:13:32] 316 GuildEmblems catched 
[14:13:32] 1179 LearnableSpells catched 
[14:13:32] 9780 ItemTemplates catched 
[14:13:32] 4489 Weapons catched 
[14:13:32] 363 ItemSets catched 
[14:13:32] 171 ItemTypes catched 
[14:13:33] 110 ItemPets catched 
[14:13:33] 2476 NpcTemplates catched 
[14:13:33] 787 NpcSpawns catched 
[14:13:33] 94 NpcItems catched 
[14:13:33] 19801 NpcMessages catched 
[14:13:33] 7 NpcReplies catched 
[14:13:33] 353 Triggers catched
[14:13:33] 1277 Paddocks catched
[14:13:33] 72 Mounts catched
[14:13:33] 4 Guild catched
[14:13:33] 3 GuildMembers catched
[14:13:34] 122 Handlers Readed
[14:13:34] 166 Messages Readed
[14:13:35] WorldServer start in 13382 ms.
[14:14:57] MySQL Database Connected
[14:14:57] 16 Breeds catched
[14:14:57] 256 Heads catched
[14:14:57] 561 Effects catched
[14:14:58] 4 SuperAreas catched
[14:14:58] 48 Areas catched
[14:14:59] 334 SubAreas catched
[14:15:06] 11260 DofusMaps catched
[14:15:06] 9761 StatedElements catched
[14:15:07] 13349 InteractiveElements catched
[14:15:07] 1485 HouseInformations catched
[14:15:07] 556 InteractiveDoors catched
[14:15:07] 3614 MapPositions uncatched
[14:15:07] 14681 MapPositions catched
[14:15:07] 42 MapZaaps catched
[14:15:07] 79 MapSubways catched
[14:15:07] 15228 SpellLevels catched 
[14:15:07] 4772 Spells catched 
[14:15:07] 316 GuildEmblems catched 
[14:15:07] 1179 LearnableSpells catched 
[14:15:07] 9780 ItemTemplates catched 
[14:15:07] 4489 Weapons catched 
[14:15:08] 363 ItemSets catched 
[14:15:08] 171 ItemTypes catched 
[14:15:08] 110 ItemPets catched 
[14:15:08] 2476 NpcTemplates catched 
[14:15:08] 787 NpcSpawns catched 
[14:15:08] 94 NpcItems catched 
[14:15:08] 19801 NpcMessages catched 
[14:15:08] 7 NpcReplies catched 
[14:15:08] 353 Triggers catched
[14:15:08] 1277 Paddocks catched
[14:15:08] 72 Mounts catched
[14:15:08] 4 Guild catched
[14:15:08] 3 GuildMembers catched
[14:15:09] 122 Handlers Readed
[14:15:09] 166 Messages Readed
[14:15:10] WorldServer start in 12566 ms.
[14:16:30] MySQL Database Connected
[14:16:30] 16 Breeds catched
[14:16:30] 256 Heads catched
[14:16:30] 561 Effects catched
[14:16:30] 4 SuperAreas catched
[14:16:30] 48 Areas catched
[14:16:31] 334 SubAreas catched
[14:16:40] 11260 DofusMaps catched
[14:16:40] 9761 StatedElements catched
[14:16:40] 13349 InteractiveElements catched
[14:16:40] 1485 HouseInformations catched
[14:16:40] 556 InteractiveDoors catched
[14:16:40] 3614 MapPositions uncatched
[14:16:40] 14681 MapPositions catched
[14:16:40] 42 MapZaaps catched
[14:16:40] 79 MapSubways catched
[14:16:41] 15228 SpellLevels catched 
[14:16:41] 4772 Spells catched 
[14:16:41] 316 GuildEmblems catched 
[14:16:41] 1179 LearnableSpells catched 
[14:16:41] 9780 ItemTemplates catched 
[14:16:41] 4489 Weapons catched 
[14:16:41] 363 ItemSets catched 
[14:16:41] 171 ItemTypes catched 
[14:16:41] 110 ItemPets catched 
[14:16:42] 2476 NpcTemplates catched 
[14:16:42] 787 NpcSpawns catched 
[14:16:42] 94 NpcItems catched 
[14:16:42] 19801 NpcMessages catched 
[14:16:42] 7 NpcReplies catched 
[14:16:42] 353 Triggers catched
[14:16:42] 1277 Paddocks catched
[14:16:42] 72 Mounts catched
[14:16:42] 4 Guild catched
[14:16:42] 3 GuildMembers catched
[14:16:43] 122 Handlers Readed
[14:16:43] 166 Messages Readed
[14:16:44] WorldServer start in 14012 ms.
[14:17:27] MySQL Database Connected
[14:17:27] 16 Breeds catched
[14:17:27] 256 Heads catched
[14:17:27] 561 Effects catched
[14:17:27] 4 SuperAreas catched
[14:17:27] 48 Areas catched
[14:17:28] 334 SubAreas catched
[14:17:36] 11260 DofusMaps catched
[14:17:36] 9761 StatedElements catched
[14:17:36] 13349 InteractiveElements catched
[14:17:36] 1485 HouseInformations catched
[14:17:36] 556 InteractiveDoors catched
[14:17:37] 3614 MapPositions uncatched
[14:17:37] 14681 MapPositions catched
[14:17:37] 42 MapZaaps catched
[14:17:37] 79 MapSubways catched
[14:17:37] 15228 SpellLevels catched 
[14:17:37] 4772 Spells catched 
[14:17:37] 316 GuildEmblems catched 
[14:17:37] 1179 LearnableSpells catched 
[14:17:37] 9780 ItemTemplates catched 
[14:17:37] 4489 Weapons catched 
[14:17:37] 363 ItemSets catched 
[14:17:37] 171 ItemTypes catched 
[14:17:38] 110 ItemPets catched 
[14:17:38] 2476 NpcTemplates catched 
[14:17:38] 787 NpcSpawns catched 
[14:17:38] 94 NpcItems catched 
[14:17:38] 19801 NpcMessages catched 
[14:17:38] 7 NpcReplies catched 
[14:17:38] 353 Triggers catched
[14:17:38] 1277 Paddocks catched
[14:17:38] 72 Mounts catched
[14:17:39] 4 Guild catched
[14:17:39] 3 GuildMembers catched
[14:17:39] 122 Handlers Readed
[14:17:40] 166 Messages Readed
[14:17:40] WorldServer start in 13128 ms.
[14:18:34] MySQL Database Connected
[14:18:34] 16 Breeds catched
[14:18:34] 256 Heads catched
[14:18:34] 561 Effects catched
[14:18:35] 4 SuperAreas catched
[14:18:35] 48 Areas catched
[14:18:36] 334 SubAreas catched
[14:18:44] 11260 DofusMaps catched
[14:18:44] 9761 StatedElements catched
[14:18:44] 13349 InteractiveElements catched
[14:18:44] 1485 HouseInformations catched
[14:18:44] 556 InteractiveDoors catched
[14:18:44] 3614 MapPositions uncatched
[14:18:44] 14681 MapPositions catched
[14:18:44] 42 MapZaaps catched
[14:18:44] 79 MapSubways catched
[14:18:44] 15228 SpellLevels catched 
[14:18:44] 4772 Spells catched 
[14:18:44] 316 GuildEmblems catched 
[14:18:44] 1179 LearnableSpells catched 
[14:18:44] 9780 ItemTemplates catched 
[14:18:45] 4489 Weapons catched 
[14:18:45] 363 ItemSets catched 
[14:18:45] 171 ItemTypes catched 
[14:18:45] 110 ItemPets catched 
[14:18:45] 2476 NpcTemplates catched 
[14:18:45] 787 NpcSpawns catched 
[14:18:45] 94 NpcItems catched 
[14:18:45] 19801 NpcMessages catched 
[14:18:45] 7 NpcReplies catched 
[14:18:46] 353 Triggers catched
[14:18:46] 1277 Paddocks catched
[14:18:46] 72 Mounts catched
[14:18:46] 4 Guild catched
[14:18:46] 3 GuildMembers catched
[14:18:46] 122 Handlers Readed
[14:18:47] 166 Messages Readed
[14:18:47] WorldServer start in 12800 ms.
[14:20:29] MySQL Database Connected
[14:20:29] 16 Breeds catched
[14:20:29] 256 Heads catched
[14:20:29] 561 Effects catched
[14:20:29] 4 SuperAreas catched
[14:20:29] 48 Areas catched
[14:20:30] 334 SubAreas catched
[14:20:38] 11260 DofusMaps catched
[14:20:38] 9761 StatedElements catched
[14:20:38] 13349 InteractiveElements catched
[14:20:38] 1485 HouseInformations catched
[14:20:38] 556 InteractiveDoors catched
[14:20:39] 3614 MapPositions uncatched
[14:20:39] 14681 MapPositions catched
[14:20:39] 42 MapZaaps catched
[14:20:39] 79 MapSubways catched
[14:20:39] 15228 SpellLevels catched 
[14:20:39] 4772 Spells catched 
[14:20:39] 316 GuildEmblems catched 
[14:20:39] 1179 LearnableSpells catched 
[14:20:39] 9780 ItemTemplates catched 
[14:20:39] 4489 Weapons catched 
[14:20:39] 363 ItemSets catched 
[14:20:39] 171 ItemTypes catched 
[14:20:39] 110 ItemPets catched 
[14:20:40] 2476 NpcTemplates catched 
[14:20:40] 787 NpcSpawns catched 
[14:20:40] 94 NpcItems catched 
[14:20:40] 19801 NpcMessages catched 
[14:20:40] 7 NpcReplies catched 
[14:20:40] 353 Triggers catched
[14:20:40] 1277 Paddocks catched
[14:20:40] 72 Mounts catched
[14:20:40] 4 Guild catched
[14:20:40] 3 GuildMembers catched
[14:20:41] 122 Handlers Readed
[14:20:41] 166 Messages Readed
[14:20:41] WorldServer start in 12779 ms.
[14:21:49] MySQL Database Connected
[14:21:49] 16 Breeds catched
[14:21:49] 256 Heads catched
[14:21:49] 561 Effects catched
[14:21:49] 4 SuperAreas catched
[14:21:49] 48 Areas catched
[14:21:50] 334 SubAreas catched
[14:21:58] 11260 DofusMaps catched
[14:21:58] 9761 StatedElements catched
[14:21:58] 13349 InteractiveElements catched
[14:21:59] 1485 HouseInformations catched
[14:21:59] 556 InteractiveDoors catched
[14:21:59] 3614 MapPositions uncatched
[14:21:59] 14681 MapPositions catched
[14:21:59] 42 MapZaaps catched
[14:21:59] 79 MapSubways catched
[14:21:59] 15228 SpellLevels catched 
[14:21:59] 4772 Spells catched 
[14:21:59] 316 GuildEmblems catched 
[14:21:59] 1179 LearnableSpells catched 
[14:22:00] 9780 ItemTemplates catched 
[14:22:00] 4489 Weapons catched 
[14:22:00] 363 ItemSets catched 
[14:22:00] 171 ItemTypes catched 
[14:22:00] 110 ItemPets catched 
[14:22:00] 2476 NpcTemplates catched 
[14:22:00] 787 NpcSpawns catched 
[14:22:00] 94 NpcItems catched 
[14:22:00] 19801 NpcMessages catched 
[14:22:00] 7 NpcReplies catched 
[14:22:01] 353 Triggers catched
[14:22:01] 1277 Paddocks catched
[14:22:01] 72 Mounts catched
[14:22:01] 4 Guild catched
[14:22:01] 3 GuildMembers catched
[14:22:01] 122 Handlers Readed
[14:22:02] 166 Messages Readed
[14:22:02] WorldServer start in 13275 ms.
[18:26:31] MySQL Database Connected
[18:26:31] 16 Breeds catched
[18:26:31] 256 Heads catched
[18:26:31] 561 Effects catched
[18:26:32] 4 SuperAreas catched
[18:26:32] 48 Areas catched
[18:26:32] 334 SubAreas catched
[18:26:41] 11260 DofusMaps catched
[18:26:41] 9761 StatedElements catched
[18:26:41] 13349 InteractiveElements catched
[18:26:41] 1485 HouseInformations catched
[18:26:41] 556 InteractiveDoors catched
[18:26:41] 3614 MapPositions uncatched
[18:26:41] 14681 MapPositions catched
[18:26:41] 42 MapZaaps catched
[18:26:41] 79 MapSubways catched
[18:26:42] 15228 SpellLevels catched 
[18:26:42] 4772 Spells catched 
[18:26:42] 316 GuildEmblems catched 
[18:26:42] 1179 LearnableSpells catched 
[18:26:42] 9780 ItemTemplates catched 
[18:26:42] 4489 Weapons catched 
[18:26:42] 363 ItemSets catched 
[18:26:42] 171 ItemTypes catched 
[18:26:42] 110 ItemPets catched 
[18:26:43] 2476 NpcTemplates catched 
[18:26:43] 787 NpcSpawns catched 
[18:26:43] 94 NpcItems catched 
[18:26:43] 19801 NpcMessages catched 
[18:26:43] 7 NpcReplies catched 
[18:26:43] 353 Triggers catched
[18:26:43] 1277 Paddocks catched
[18:26:43] 72 Mounts catched
[18:26:43] 4 Guild catched
[18:26:43] 3 GuildMembers catched
[18:26:44] 122 Handlers Readed
[18:26:44] 166 Messages Readed
[18:26:44] WorldServer start in 13727 ms.
[19:43:30] MySQL Database Connected
[19:43:30] 16 Breeds catched
[19:43:30] 256 Heads catched
[19:43:30] 561 Effects catched
[19:43:31] 4 SuperAreas catched
[19:43:31] 48 Areas catched
[19:43:32] 334 SubAreas catched
[19:43:40] 11260 DofusMaps catched
[19:43:40] 9761 StatedElements catched
[19:43:40] 13349 InteractiveElements catched
[19:43:40] 1485 HouseInformations catched
[19:43:40] 556 InteractiveDoors catched
[19:43:40] 3614 MapPositions uncatched
[19:43:40] 14681 MapPositions catched
[19:43:40] 42 MapZaaps catched
[19:43:40] 79 MapSubways catched
[19:43:40] 15228 SpellLevels catched 
[19:43:40] 4772 Spells catched 
[19:43:40] 316 GuildEmblems catched 
[19:43:40] 1179 LearnableSpells catched 
[19:43:41] 9780 ItemTemplates catched 
[19:43:41] 4489 Weapons catched 
[19:43:41] 363 ItemSets catched 
[19:43:41] 171 ItemTypes catched 
[19:43:41] 110 ItemPets catched 
[19:43:41] 2476 NpcTemplates catched 
[19:43:41] 787 NpcSpawns catched 
[19:43:41] 94 NpcItems catched 
[19:43:41] 19801 NpcMessages catched 
[19:43:41] 7 NpcReplies catched 
[19:43:42] 353 Triggers catched
[19:43:42] 1277 Paddocks catched
[19:43:42] 72 Mounts catched
[19:43:42] 4 Guild catched
[19:43:42] 3 GuildMembers catched
[19:43:42] 122 Handlers Readed
[19:43:43] 166 Messages Readed
[19:43:43] WorldServer start in 12631 ms.
[19:45:08] MySQL Database Connected
[19:45:08] 16 Breeds catched
[19:45:08] 256 Heads catched
[19:45:08] 561 Effects catched
[19:45:08] 4 SuperAreas catched
[19:45:08] 48 Areas catched
[19:45:09] 334 SubAreas catched
[19:45:32] 11260 DofusMaps catched
[19:45:32] 9761 StatedElements catched
[19:45:32] 13349 InteractiveElements catched
[19:45:32] 1485 HouseInformations catched
[19:45:32] 556 InteractiveDoors catched
[19:45:32] 3614 MapPositions uncatched
[19:45:32] 14681 MapPositions catched
[19:45:32] 42 MapZaaps catched
[19:45:32] 79 MapSubways catched
[19:45:32] 15228 SpellLevels catched 
[19:45:33] 4772 Spells catched 
[19:45:33] 316 GuildEmblems catched 
[19:45:33] 1179 LearnableSpells catched 
[19:45:33] 9780 ItemTemplates catched 
[19:45:33] 4489 Weapons catched 
[19:45:33] 363 ItemSets catched 
[19:45:33] 171 ItemTypes catched 
[19:45:33] 110 ItemPets catched 
[19:45:34] 2476 NpcTemplates catched 
[19:45:34] 787 NpcSpawns catched 
[19:45:34] 94 NpcItems catched 
[19:45:34] 19801 NpcMessages catched 
[19:45:34] 7 NpcReplies catched 
[19:45:34] 353 Triggers catched
[19:45:34] 1277 Paddocks catched
[19:45:34] 72 Mounts catched
[19:45:35] 4 Guild catched
[19:45:35] 3 GuildMembers catched
[19:45:35] 122 Handlers Readed
[19:45:36] 166 Messages Readed
[19:45:36] WorldServer start in 27995 ms.
[19:46:02] MySQL Database Connected
[19:46:02] 16 Breeds catched
[19:46:02] 256 Heads catched
[19:46:02] 561 Effects catched
[19:46:02] 4 SuperAreas catched
[19:46:02] 48 Areas catched
[19:46:03] 334 SubAreas catched
[19:46:11] 11260 DofusMaps catched
[19:46:11] 9761 StatedElements catched
[19:46:11] 13349 InteractiveElements catched
[19:46:11] 1485 HouseInformations catched
[19:46:11] 556 InteractiveDoors catched
[19:46:11] 3614 MapPositions uncatched
[19:46:11] 14681 MapPositions catched
[19:46:11] 42 MapZaaps catched
[19:46:11] 79 MapSubways catched
[19:46:11] 15228 SpellLevels catched 
[19:46:12] 4772 Spells catched 
[19:46:12] 316 GuildEmblems catched 
[19:46:12] 1179 LearnableSpells catched 
[19:46:12] 9780 ItemTemplates catched 
[19:46:12] 4489 Weapons catched 
[19:46:12] 363 ItemSets catched 
[19:46:12] 171 ItemTypes catched 
[19:46:12] 110 ItemPets catched 
[19:46:12] 2476 NpcTemplates catched 
[19:46:12] 787 NpcSpawns catched 
[19:46:12] 94 NpcItems catched 
[19:46:13] 19801 NpcMessages catched 
[19:46:13] 7 NpcReplies catched 
[19:46:13] 353 Triggers catched
[19:46:13] 1277 Paddocks catched
[19:46:13] 72 Mounts catched
[19:46:13] 4 Guild catched
[19:46:13] 3 GuildMembers catched
[19:46:13] 122 Handlers Readed
[19:46:14] 166 Messages Readed
[19:46:14] WorldServer start in 12429 ms.
[19:48:12] MySQL Database Connected
[19:48:12] 16 Breeds catched
[19:48:12] 256 Heads catched
[19:48:12] 561 Effects catched
[19:48:12] 4 SuperAreas catched
[19:48:12] 48 Areas catched
[19:48:13] 334 SubAreas catched
[19:48:21] 11260 DofusMaps catched
[19:48:21] 9761 StatedElements catched
[19:48:21] 13349 InteractiveElements catched
[19:48:21] 1485 HouseInformations catched
[19:48:21] 556 InteractiveDoors catched
[19:48:21] 3614 MapPositions uncatched
[19:48:21] 14681 MapPositions catched
[19:48:21] 42 MapZaaps catched
[19:48:21] 79 MapSubways catched
[19:48:22] 15228 SpellLevels catched 
[19:48:22] 4772 Spells catched 
[19:48:22] 316 GuildEmblems catched 
[19:48:22] 1179 LearnableSpells catched 
[19:48:22] 9780 ItemTemplates catched 
[19:48:22] 4489 Weapons catched 
[19:48:22] 363 ItemSets catched 
[19:48:22] 171 ItemTypes catched 
[19:48:22] 110 ItemPets catched 
[19:48:23] 2476 NpcTemplates catched 
[19:48:23] 787 NpcSpawns catched 
[19:48:23] 94 NpcItems catched 
[19:48:23] 19801 NpcMessages catched 
[19:48:23] 7 NpcReplies catched 
[19:48:23] 353 Triggers catched
[19:48:23] 1277 Paddocks catched
[19:48:23] 72 Mounts catched
[19:48:23] 4 Guild catched
[19:48:23] 3 GuildMembers catched
[19:48:24] 122 Handlers Readed
[19:48:24] 166 Messages Readed
[19:48:24] WorldServer start in 12732 ms.
[19:48:34] MySQL Database Connected
[19:48:34] 16 Breeds catched
[19:48:34] 256 Heads catched
[19:48:34] 561 Effects catched
[19:48:35] 4 SuperAreas catched
[19:48:35] 48 Areas catched
[19:48:36] 334 SubAreas catched
[19:48:43] 11260 DofusMaps catched
[19:48:44] 9761 StatedElements catched
[19:48:44] 13349 InteractiveElements catched
[19:48:44] 1485 HouseInformations catched
[19:48:44] 556 InteractiveDoors catched
[19:48:44] 3614 MapPositions uncatched
[19:48:44] 14681 MapPositions catched
[19:48:44] 42 MapZaaps catched
[19:48:44] 79 MapSubways catched
[19:48:44] 15228 SpellLevels catched 
[19:48:44] 4772 Spells catched 
[19:48:44] 316 GuildEmblems catched 
[19:48:44] 1179 LearnableSpells catched 
[19:48:44] 9780 ItemTemplates catched 
[19:48:44] 4489 Weapons catched 
[19:48:44] 363 ItemSets catched 
[19:48:44] 171 ItemTypes catched 
[19:48:45] 110 ItemPets catched 
[19:48:45] 2476 NpcTemplates catched 
[19:48:45] 787 NpcSpawns catched 
[19:48:45] 94 NpcItems catched 
[19:48:45] 19801 NpcMessages catched 
[19:48:45] 7 NpcReplies catched 
[19:48:45] 353 Triggers catched
[19:48:45] 1277 Paddocks catched
[19:48:45] 72 Mounts catched
[19:48:45] 4 Guild catched
[19:48:45] 3 GuildMembers catched
[19:48:46] 122 Handlers Readed
[19:48:46] 166 Messages Readed
[19:48:47] WorldServer start in 12419 ms.
[19:51:10] MySQL Database Connected
[19:51:10] 16 Breeds catched
[19:51:10] 256 Heads catched
[19:51:10] 561 Effects catched
[19:51:10] 4 SuperAreas catched
[19:51:10] 48 Areas catched
[19:51:11] 334 SubAreas catched
[19:51:21] 11260 DofusMaps catched
[19:51:21] 9761 StatedElements catched
[19:51:21] 13349 InteractiveElements catched
[19:51:21] 1485 HouseInformations catched
[19:51:21] 556 InteractiveDoors catched
[19:51:21] 3614 MapPositions uncatched
[19:51:21] 14681 MapPositions catched
[19:51:21] 42 MapZaaps catched
[19:51:21] 79 MapSubways catched
[19:51:21] 15228 SpellLevels catched 
[19:51:21] 4772 Spells catched 
[19:51:21] 316 GuildEmblems catched 
[19:51:21] 1179 LearnableSpells catched 
[19:51:22] 9780 ItemTemplates catched 
[19:51:22] 4489 Weapons catched 
[19:51:22] 363 ItemSets catched 
[19:51:22] 171 ItemTypes catched 
[19:51:22] 110 ItemPets catched 
[19:51:22] 2476 NpcTemplates catched 
[19:51:22] 787 NpcSpawns catched 
[19:51:22] 94 NpcItems catched 
[19:51:23] 19801 NpcMessages catched 
[19:51:23] 7 NpcReplies catched 
[19:51:23] 353 Triggers catched
[19:51:23] 1277 Paddocks catched
[19:51:23] 72 Mounts catched
[19:51:23] 4 Guild catched
[19:51:23] 3 GuildMembers catched
[19:51:23] 122 Handlers Readed
[19:51:24] 166 Messages Readed
[19:51:24] WorldServer start in 14434 ms.
[19:57:15] MySQL Database Connected
[19:57:15] 16 Breeds catched
[19:57:15] 256 Heads catched
[19:57:15] 561 Effects catched
[19:57:16] 4 SuperAreas catched
[19:57:16] 48 Areas catched
[19:57:16] 334 SubAreas catched
[19:57:25] 11260 DofusMaps catched
[19:57:25] 9761 StatedElements catched
[19:57:25] 13349 InteractiveElements catched
[19:57:25] 1485 HouseInformations catched
[19:57:25] 556 InteractiveDoors catched
[19:57:26] 3614 MapPositions uncatched
[19:57:26] 14681 MapPositions catched
[19:57:26] 42 MapZaaps catched
[19:57:26] 79 MapSubways catched
[19:57:26] 15228 SpellLevels catched 
[19:57:26] 4772 Spells catched 
[19:57:26] 316 GuildEmblems catched 
[19:57:26] 1179 LearnableSpells catched 
[19:57:26] 9780 ItemTemplates catched 
[19:57:26] 4489 Weapons catched 
[19:57:26] 363 ItemSets catched 
[19:57:26] 171 ItemTypes catched 
[19:57:26] 110 ItemPets catched 
[19:57:27] 2476 NpcTemplates catched 
[19:57:27] 787 NpcSpawns catched 
[19:57:27] 94 NpcItems catched 
[19:57:27] 19801 NpcMessages catched 
[19:57:27] 7 NpcReplies catched 
[19:57:27] 353 Triggers catched
[19:57:27] 1277 Paddocks catched
[19:57:27] 72 Mounts catched
[19:57:27] 4 Guild catched
[19:57:27] 3 GuildMembers catched
[19:57:28] 122 Handlers Readed
[19:57:28] 166 Messages Readed
[19:57:28] WorldServer start in 13525 ms.
[19:59:09] MySQL Database Connected
[19:59:09] 16 Breeds catched
[19:59:09] 256 Heads catched
[19:59:09] 561 Effects catched
[19:59:09] 4 SuperAreas catched
[19:59:09] 48 Areas catched
[19:59:10] 334 SubAreas catched
[19:59:19] 11260 DofusMaps catched
[19:59:19] 9761 StatedElements catched
[19:59:19] 13349 InteractiveElements catched
