[12:00:32] MySQL Database Connected
[19:59:20] 1485 HouseInformations catched
[19:59:20] 556 InteractiveDoors catched
[19:59:20] 3614 MapPositions uncatched
[19:59:20] 14681 MapPositions catched
[19:59:20] 42 MapZaaps catched
[19:59:20] 79 MapSubways catched
[19:59:20] 15228 SpellLevels catched 
[19:59:20] 4772 Spells catched 
[19:59:20] 316 GuildEmblems catched 
[19:59:20] 1179 LearnableSpells catched 
[19:59:20] 9780 ItemTemplates catched 
[19:59:20] 4489 Weapons catched 
[19:59:20] 363 ItemSets catched 
[19:59:20] 171 ItemTypes catched 
[19:59:21] 110 ItemPets catched 
[19:59:21] 2476 NpcTemplates catched 
[19:59:21] 787 NpcSpawns catched 
[19:59:21] 94 NpcItems catched 
[19:59:21] 19801 NpcMessages catched 
[19:59:21] 7 NpcReplies catched 
[19:59:21] 353 Triggers catched
[19:59:21] 1277 Paddocks catched
[19:59:21] 72 Mounts catched
[19:59:21] 4 Guild catched
[19:59:21] 3 GuildMembers catched
[19:59:22] 122 Handlers Readed
[19:59:22] 166 Messages Readed
[19:59:23] WorldServer start in 14088 ms.
[19:59:49] MySQL Database Connected
[19:59:49] 16 Breeds catched
[19:59:49] 256 Heads catched
[19:59:49] 561 Effects catched
[19:59:50] 4 SuperAreas catched
[19:59:50] 48 Areas catched
[19:59:51] 334 SubAreas catched
[19:59:58] 11260 DofusMaps catched
[19:59:58] 9761 StatedElements catched
[19:59:59] 13349 InteractiveElements catched
[19:59:59] 1485 HouseInformations catched
[19:59:59] 556 InteractiveDoors catched
[19:59:59] 3614 MapPositions uncatched
[19:59:59] 14681 MapPositions catched
[19:59:59] 42 MapZaaps catched
[19:59:59] 79 MapSubways catched
[19:59:59] 15228 SpellLevels catched 
[19:59:59] 4772 Spells catched 
[19:59:59] 316 GuildEmblems catched 
[19:59:59] 1179 LearnableSpells catched 
[19:59:59] 9780 ItemTemplates catched 
[20:00:02] 4489 Weapons catched 
[20:00:04] 363 ItemSets catched 
[20:00:04] 171 ItemTypes catched 
[20:00:04] 110 ItemPets catched 
[20:00:06] 2476 NpcTemplates catched 
[20:00:06] 787 NpcSpawns catched 
[20:00:06] 94 NpcItems catched 
[20:00:06] 19801 NpcMessages catched 
[20:00:06] 7 NpcReplies catched 
[20:00:06] 353 Triggers catched
[20:00:06] 1277 Paddocks catched
[20:00:06] 72 Mounts catched
[20:00:06] 4 Guild catched
[20:00:06] 3 GuildMembers catched
[20:00:07] 122 Handlers Readed
[20:00:07] 166 Messages Readed
[20:00:07] WorldServer start in 18473 ms.
[20:04:24] MySQL Database Connected
[20:04:24] 16 Breeds catched
[20:04:24] 256 Heads catched
[20:04:24] 561 Effects catched
[20:04:25] 4 SuperAreas catched
[20:04:25] 48 Areas catched
[20:04:26] 334 SubAreas catched
[20:04:33] 11260 DofusMaps catched
[20:04:33] 9761 StatedElements catched
[20:04:33] 13349 InteractiveElements catched
[20:04:33] 1485 HouseInformations catched
[20:04:33] 556 InteractiveDoors catched
[20:04:33] 3614 MapPositions uncatched
[20:04:33] 14681 MapPositions catched
[20:04:33] 42 MapZaaps catched
[20:04:33] 79 MapSubways catched
[20:04:34] 15228 SpellLevels catched 
[20:04:34] 4772 Spells catched 
[20:04:34] 316 GuildEmblems catched 
[20:04:34] 1179 LearnableSpells catched 
[20:04:34] 9780 ItemTemplates catched 
[20:04:34] 4489 Weapons catched 
[20:04:34] 363 ItemSets catched 
[20:04:34] 171 ItemTypes catched 
[20:04:34] 110 ItemPets catched 
[20:04:35] 2476 NpcTemplates catched 
[20:04:35] 787 NpcSpawns catched 
[20:04:35] 94 NpcItems catched 
[20:04:35] 19801 NpcMessages catched 
[20:04:35] 7 NpcReplies catched 
[20:04:35] 353 Triggers catched
[20:04:35] 1277 Paddocks catched
[20:04:35] 72 Mounts catched
[20:04:35] 4 Guild catched
[20:04:35] 3 GuildMembers catched
[20:04:36] 122 Handlers Readed
[20:04:36] 166 Messages Readed
[20:04:36] WorldServer start in 12216 ms.
[20:05:00] MySQL Database Connected
[20:05:00] 16 Breeds catched
[20:05:00] 256 Heads catched
[20:05:00] 561 Effects catched
[20:05:01] 4 SuperAreas catched
[20:05:01] 48 Areas catched
[20:05:02] 334 SubAreas catched
[20:05:10] 11260 DofusMaps catched
[20:05:10] 9761 StatedElements catched
[20:05:10] 13349 InteractiveElements catched
[20:05:10] 1485 HouseInformations catched
[20:05:10] 556 InteractiveDoors catched
[20:05:10] 3614 MapPositions uncatched
[20:05:10] 14681 MapPositions catched
[20:05:10] 42 MapZaaps catched
[20:05:10] 79 MapSubways catched
[20:05:11] 15228 SpellLevels catched 
[20:05:11] 4772 Spells catched 
[20:05:11] 316 GuildEmblems catched 
[20:05:11] 1179 LearnableSpells catched 
[20:05:11] 9780 ItemTemplates catched 
[20:05:11] 4489 Weapons catched 
[20:05:11] 363 ItemSets catched 
[20:05:11] 171 ItemTypes catched 
[20:05:11] 110 ItemPets catched 
[20:05:12] 2476 NpcTemplates catched 
[20:05:12] 787 NpcSpawns catched 
[20:05:12] 94 NpcItems catched 
[20:05:12] 19801 NpcMessages catched 
[20:05:12] 7 NpcReplies catched 
[20:05:12] 353 Triggers catched
[20:05:12] 1277 Paddocks catched
[20:05:12] 72 Mounts catched
[20:05:12] 4 Guild catched
[20:05:12] 3 GuildMembers catched
[20:05:13] 122 Handlers Readed
[20:05:13] 166 Messages Readed
[20:05:13] WorldServer start in 13324 ms.
