[16:50:26] MySQL Database Connected
[16:56:37] 15228 SpellLevels catched 
[16:56:37] 4772 Spells catched 
[16:56:37] 316 GuildEmblems catched 
[16:56:37] 1179 LearnableSpells catched 
[16:56:37] 9780 ItemTemplates catched 
[16:56:37] 4489 Weapons catched 
[16:56:37] 363 ItemSets catched 
[16:56:37] 171 ItemTypes catched 
[16:56:37] 110 ItemPets catched 
[16:56:38] 2476 NpcTemplates catched 
[16:56:38] 787 NpcSpawns catched 
[16:56:38] 94 NpcItems catched 
[16:56:38] 19801 NpcMessages catched 
[16:56:38] 7 NpcReplies catched 
[16:56:38] 353 Triggers catched
[16:56:38] 1277 Paddocks catched
[16:56:38] 72 Mounts catched
[16:56:38] 4 Guild catched
[16:56:38] 3 GuildMembers catched
[16:56:39] 108 Handlers Readed
[16:56:39] 159 Messages Readed
[16:56:39] WorldServer start in 12113 ms.
[16:58:33] MySQL Database Connected
[16:58:33] 16 Breeds catched
[16:58:33] 256 Heads catched
[16:58:33] 561 Effects catched
[16:58:34] 4 SuperAreas catched
[16:58:34] 48 Areas catched
[16:58:35] 334 SubAreas catched
[16:58:41] 11260 DofusMaps catched
[16:58:41] 9761 StatedElements catched
[16:58:42] 13349 InteractiveElements catched
[16:58:42] 1485 HouseInformations catched
[16:58:42] 556 InteractiveDoors catched
[16:58:42] 3614 MapPositions uncatched
[16:58:42] 14681 MapPositions catched
[16:58:42] 42 MapZaaps catched
[16:58:42] 79 MapSubways catched
[16:58:43] 15228 SpellLevels catched 
[16:58:43] 4772 Spells catched 
[16:58:43] 316 GuildEmblems catched 
[16:58:43] 1179 LearnableSpells catched 
[16:58:43] 9780 ItemTemplates catched 
[16:58:43] 4489 Weapons catched 
[16:58:43] 363 ItemSets catched 
[16:58:43] 171 ItemTypes catched 
[16:58:44] 110 ItemPets catched 
[16:58:44] 2476 NpcTemplates catched 
[16:58:44] 787 NpcSpawns catched 
[16:58:44] 94 NpcItems catched 
[16:58:44] 19801 NpcMessages catched 
[16:58:44] 7 NpcReplies catched 
[16:58:44] 353 Triggers catched
[16:58:44] 1277 Paddocks catched
[16:58:44] 72 Mounts catched
[16:58:44] 4 Guild catched
[16:58:44] 3 GuildMembers catched
[16:58:45] 108 Handlers Readed
[16:58:45] 159 Messages Readed
[16:58:45] WorldServer start in 12808 ms.
[17:02:13] MySQL Database Connected
[17:02:14] 16 Breeds catched
[17:02:14] 256 Heads catched
[17:02:14] 561 Effects catched
[17:02:14] 4 SuperAreas catched
[17:02:14] 48 Areas catched
[17:02:15] 334 SubAreas catched
[17:02:22] 11260 DofusMaps catched
[17:02:22] 9761 StatedElements catched
[17:02:23] 13349 InteractiveElements catched
[17:02:23] 1485 HouseInformations catched
[17:02:23] 556 InteractiveDoors catched
[17:02:23] 3614 MapPositions uncatched
[17:02:23] 14681 MapPositions catched
[17:02:23] 42 MapZaaps catched
[17:02:23] 79 MapSubways catched
[17:02:23] 15228 SpellLevels catched 
[17:02:23] 4772 Spells catched 
[17:02:23] 316 GuildEmblems catched 
[17:02:23] 1179 LearnableSpells catched 
[17:02:23] 9780 ItemTemplates catched 
[17:02:23] 4489 Weapons catched 
[17:02:23] 363 ItemSets catched 
[17:02:23] 171 ItemTypes catched 
[17:02:23] 110 ItemPets catched 
[17:02:24] 2476 NpcTemplates catched 
[17:02:24] 787 NpcSpawns catched 
[17:02:24] 94 NpcItems catched 
[17:02:24] 19801 NpcMessages catched 
[17:02:24] 7 NpcReplies catched 
[17:02:24] 353 Triggers catched
[17:02:24] 1277 Paddocks catched
[17:02:24] 72 Mounts catched
[17:02:24] 4 Guild catched
[17:02:24] 3 GuildMembers catched
[17:02:25] 108 Handlers Readed
[17:02:25] 159 Messages Readed
[17:02:25] WorldServer start in 12137 ms.
[18:36:43] MySQL Database Connected
[18:36:43] 16 Breeds catched
[18:36:43] 256 Heads catched
[18:36:43] 561 Effects catched
[18:36:44] 4 SuperAreas catched
[18:36:44] 48 Areas catched
[18:36:45] 334 SubAreas catched
[18:36:52] 11260 DofusMaps catched
[18:36:52] 9761 StatedElements catched
[18:36:53] 13349 InteractiveElements catched
[18:36:53] 1485 HouseInformations catched
[18:36:53] 556 InteractiveDoors catched
[18:36:53] 3614 MapPositions uncatched
[18:36:53] 14681 MapPositions catched
[18:36:53] 42 MapZaaps catched
[18:36:53] 79 MapSubways catched
[18:36:53] 15228 SpellLevels catched 
[18:36:53] 4772 Spells catched 
[18:36:53] 316 GuildEmblems catched 
[18:36:53] 1179 LearnableSpells catched 
[18:36:53] 9780 ItemTemplates catched 
[18:36:54] 4489 Weapons catched 
[18:36:54] 363 ItemSets catched 
[18:36:54] 171 ItemTypes catched 
[18:36:54] 110 ItemPets catched 
[18:36:54] 2476 NpcTemplates catched 
[18:36:54] 787 NpcSpawns catched 
[18:36:54] 94 NpcItems catched 
[18:36:54] 19801 NpcMessages catched 
[18:36:54] 7 NpcReplies catched 
[18:36:55] 353 Triggers catched
[18:36:55] 1277 Paddocks catched
[18:36:55] 72 Mounts catched
[18:36:55] 4 Guild catched
[18:36:55] 3 GuildMembers catched
[18:36:55] 108 Handlers Readed
[18:36:56] 159 Messages Readed
[18:36:56] WorldServer start in 12858 ms.
[19:24:44] MySQL Database Connected
[19:24:44] 16 Breeds catched
[19:24:44] 256 Heads catched
[19:24:44] 561 Effects catched
[19:24:45] 4 SuperAreas catched
[19:24:45] 48 Areas catched
[19:24:46] 334 SubAreas catched
[19:24:54] 11260 DofusMaps catched
[19:24:54] 9761 StatedElements catched
[19:24:54] 13349 InteractiveElements catched
[19:24:54] 1485 HouseInformations catched
[19:24:54] 556 InteractiveDoors catched
[19:24:54] 3614 MapPositions uncatched
[19:24:54] 14681 MapPositions catched
[19:24:54] 42 MapZaaps catched
[19:24:54] 79 MapSubways catched
[19:24:55] 15228 SpellLevels catched 
[19:24:56] 4772 Spells catched 
[19:24:56] 316 GuildEmblems catched 
[19:24:56] 1179 LearnableSpells catched 
[19:24:56] 9780 ItemTemplates catched 
[19:24:56] 4489 Weapons catched 
[19:24:56] 363 ItemSets catched 
[19:24:56] 171 ItemTypes catched 
[19:24:57] 110 ItemPets catched 
[19:24:57] 2476 NpcTemplates catched 
[19:24:57] 787 NpcSpawns catched 
[19:24:57] 94 NpcItems catched 
[19:24:57] 19801 NpcMessages catched 
[19:24:57] 7 NpcReplies catched 
[19:24:57] 353 Triggers catched
[19:24:57] 1277 Paddocks catched
[19:24:57] 72 Mounts catched
[19:24:57] 4 Guild catched
[19:24:57] 3 GuildMembers catched
[19:24:58] 108 Handlers Readed
[19:24:58] 159 Messages Readed
[19:24:58] WorldServer start in 14296 ms.
[19:29:04] Packet not handled 701
[19:42:03] MySQL Database Connected
[19:42:03] 16 Breeds catched
[19:42:03] 256 Heads catched
[19:42:03] 561 Effects catched
[19:42:04] 4 SuperAreas catched
[19:42:04] 48 Areas catched
[19:42:05] 334 SubAreas catched
[19:42:12] 11260 DofusMaps catched
[19:42:12] 9761 StatedElements catched
[19:42:13] 13349 InteractiveElements catched
[19:42:13] 1485 HouseInformations catched
[19:42:13] 556 InteractiveDoors catched
[19:42:13] 3614 MapPositions uncatched
[19:42:13] 14681 MapPositions catched
[19:42:13] 42 MapZaaps catched
[19:42:13] 79 MapSubways catched
[19:42:13] 15228 SpellLevels catched 
[19:42:13] 4772 Spells catched 
[19:42:13] 316 GuildEmblems catched 
[19:42:13] 1179 LearnableSpells catched 
[19:42:13] 9780 ItemTemplates catched 
[19:42:13] 4489 Weapons catched 
[19:42:13] 363 ItemSets catched 
[19:42:13] 171 ItemTypes catched 
[19:42:13] 110 ItemPets catched 
[19:42:14] 2476 NpcTemplates catched 
[19:42:14] 787 NpcSpawns catched 
[19:42:14] 94 NpcItems catched 
[19:42:14] 19801 NpcMessages catched 
[19:42:14] 7 NpcReplies catched 
[19:42:14] 353 Triggers catched
[19:42:14] 1277 Paddocks catched
[19:42:14] 72 Mounts catched
[19:42:14] 4 Guild catched
[19:42:14] 3 GuildMembers catched
[19:42:15] 109 Handlers Readed
[19:42:15] 159 Messages Readed
[19:42:15] WorldServer start in 12559 ms.
[19:48:26] MySQL Database Connected
[19:48:27] 16 Breeds catched
[19:48:27] 256 Heads catched
[19:48:27] 561 Effects catched
[19:48:27] 4 SuperAreas catched
[19:48:27] 48 Areas catched
[19:48:28] 334 SubAreas catched
[19:48:36] 11260 DofusMaps catched
[19:48:36] 9761 StatedElements catched
[19:48:36] 13349 InteractiveElements catched
[19:48:36] 1485 HouseInformations catched
[19:48:36] 556 InteractiveDoors catched
[19:48:36] 3614 MapPositions uncatched
[19:48:36] 14681 MapPositions catched
[19:48:36] 42 MapZaaps catched
[19:48:36] 79 MapSubways catched
[19:48:37] 15228 SpellLevels catched 
[19:48:37] 4772 Spells catched 
[19:48:37] 316 GuildEmblems catched 
[19:48:37] 1179 LearnableSpells catched 
[19:48:37] 9780 ItemTemplates catched 
[19:48:37] 4489 Weapons catched 
[19:48:37] 363 ItemSets catched 
[19:48:37] 171 ItemTypes catched 
[19:48:37] 110 ItemPets catched 
[19:48:38] 2476 NpcTemplates catched 
[19:48:38] 787 NpcSpawns catched 
[19:48:38] 94 NpcItems catched 
[19:48:38] 19801 NpcMessages catched 
[19:48:38] 7 NpcReplies catched 
[19:48:38] 353 Triggers catched
[19:48:38] 1277 Paddocks catched
[19:48:38] 72 Mounts catched
[19:48:38] 4 Guild catched
[19:48:38] 3 GuildMembers catched
[19:48:39] 109 Handlers Readed
[19:48:39] 159 Messages Readed
[19:48:39] WorldServer start in 13114 ms.
[19:52:24] MySQL Database Connected
[19:52:24] 16 Breeds catched
[19:52:24] 256 Heads catched
[19:52:24] 561 Effects catched
[19:52:24] 4 SuperAreas catched
[19:52:24] 48 Areas catched
[19:52:25] 334 SubAreas catched
[19:52:33] 11260 DofusMaps catched
[19:52:33] 9761 StatedElements catched
[19:52:33] 13349 InteractiveElements catched
[19:52:33] 1485 HouseInformations catched
[19:52:33] 556 InteractiveDoors catched
[19:52:33] 3614 MapPositions uncatched
[19:52:33] 14681 MapPositions catched
[19:52:33] 42 MapZaaps catched
[19:52:33] 79 MapSubways catched
[19:52:33] 15228 SpellLevels catched 
[19:52:33] 4772 Spells catched 
[19:52:33] 316 GuildEmblems catched 
[19:52:33] 1179 LearnableSpells catched 
[19:52:33] 9780 ItemTemplates catched 
[19:52:34] 4489 Weapons catched 
[19:52:34] 363 ItemSets catched 
[19:52:34] 171 ItemTypes catched 
[19:52:34] 110 ItemPets catched 
[19:52:34] 2476 NpcTemplates catched 
[19:52:34] 787 NpcSpawns catched 
[19:52:34] 94 NpcItems catched 
[19:52:34] 19801 NpcMessages catched 
[19:52:34] 7 NpcReplies catched 
[19:52:35] 353 Triggers catched
[19:52:35] 1277 Paddocks catched
[19:52:35] 72 Mounts catched
[19:52:35] 4 Guild catched
[19:52:35] 3 GuildMembers catched
[19:52:35] 109 Handlers Readed
[19:52:36] 159 Messages Readed
[19:52:36] WorldServer start in 12282 ms.
[19:53:24] MySQL Database Connected
[19:53:24] 16 Breeds catched
[19:53:24] 256 Heads catched
[19:53:24] 561 Effects catched
[19:53:24] 4 SuperAreas catched
[19:53:24] 48 Areas catched
[19:53:25] 334 SubAreas catched
[19:53:35] 11260 DofusMaps catched
[19:53:35] 9761 StatedElements catched
[19:53:35] 13349 InteractiveElements catched
[19:53:35] 1485 HouseInformations catched
[19:53:35] 556 InteractiveDoors catched
[19:53:36] 3614 MapPositions uncatched
[19:53:36] 14681 MapPositions catched
[19:53:36] 42 MapZaaps catched
[19:53:36] 79 MapSubways catched
[19:53:36] 15228 SpellLevels catched 
[19:53:36] 4772 Spells catched 
[19:53:36] 316 GuildEmblems catched 
[19:53:36] 1179 LearnableSpells catched 
[19:53:36] 9780 ItemTemplates catched 
[19:53:36] 4489 Weapons catched 
[19:53:36] 363 ItemSets catched 
[19:53:36] 171 ItemTypes catched 
[19:53:36] 110 ItemPets catched 
[19:53:37] 2476 NpcTemplates catched 
[19:53:37] 787 NpcSpawns catched 
[19:53:37] 94 NpcItems catched 
[19:53:37] 19801 NpcMessages catched 
[19:53:37] 7 NpcReplies catched 
[19:53:37] 353 Triggers catched
[19:53:37] 1277 Paddocks catched
[19:53:37] 72 Mounts catched
[19:53:37] 4 Guild catched
[19:53:37] 3 GuildMembers catched
[19:53:38] 109 Handlers Readed
[19:53:38] 159 Messages Readed
[19:53:38] WorldServer start in 14728 ms.
[19:54:06] Packet not handled 6541
[19:55:23] MySQL Database Connected
[19:55:23] 16 Breeds catched
[19:55:23] 256 Heads catched
[19:55:23] 561 Effects catched
[19:55:24] 4 SuperAreas catched
[19:55:24] 48 Areas catched
[19:55:25] 334 SubAreas catched
[19:55:40] 11260 DofusMaps catched
[19:55:40] 9761 StatedElements catched
[19:55:40] 13349 InteractiveElements catched
[19:55:40] 1485 HouseInformations catched
[19:55:40] 556 InteractiveDoors catched
[19:55:40] 3614 MapPositions uncatched
[19:55:40] 14681 MapPositions catched
[19:55:40] 42 MapZaaps catched
[19:55:40] 79 MapSubways catched
[19:55:41] 15228 SpellLevels catched 
[19:55:41] 4772 Spells catched 
[19:55:41] 316 GuildEmblems catched 
[19:55:41] 1179 LearnableSpells catched 
[19:55:41] 9780 ItemTemplates catched 
[19:55:41] 4489 Weapons catched 
[19:55:41] 363 ItemSets catched 
[19:55:41] 171 ItemTypes catched 
[19:55:41] 110 ItemPets catched 
[19:55:42] 2476 NpcTemplates catched 
[19:55:42] 787 NpcSpawns catched 
[19:55:42] 94 NpcItems catched 
[19:55:42] 19801 NpcMessages catched 
[19:55:42] 7 NpcReplies catched 
[19:55:42] 353 Triggers catched
[19:55:42] 1277 Paddocks catched
[19:55:42] 72 Mounts catched
[19:55:42] 4 Guild catched
[19:55:42] 3 GuildMembers catched
[19:55:43] 109 Handlers Readed
[19:55:43] 159 Messages Readed
[19:55:44] WorldServer start in 20439 ms.
[20:22:57] MySQL Database Connected
[20:22:57] 16 Breeds catched
[20:22:57] 256 Heads catched
[20:22:57] 561 Effects catched
[20:22:57] 4 SuperAreas catched
[20:22:57] 48 Areas catched
[20:22:59] 334 SubAreas catched
[20:23:06] 11260 DofusMaps catched
[20:23:06] 9761 StatedElements catched
[20:23:07] 13349 InteractiveElements catched
[20:23:07] 1485 HouseInformations catched
[20:23:07] 556 InteractiveDoors catched
[20:23:07] 3614 MapPositions uncatched
[20:23:07] 14681 MapPositions catched
[20:23:07] 42 MapZaaps catched
[20:23:07] 79 MapSubways catched
[20:23:07] 15228 SpellLevels catched 
[20:23:07] 4772 Spells catched 
[20:23:07] 316 GuildEmblems catched 
[20:23:07] 1179 LearnableSpells catched 
[20:23:07] 9780 ItemTemplates catched 
[20:23:07] 4489 Weapons catched 
[20:23:07] 363 ItemSets catched 
[20:23:07] 171 ItemTypes catched 
[20:23:08] 110 ItemPets catched 
[20:23:08] 2476 NpcTemplates catched 
[20:23:08] 787 NpcSpawns catched 
[20:23:08] 94 NpcItems catched 
[20:23:08] 19801 NpcMessages catched 
[20:23:08] 7 NpcReplies catched 
[20:23:08] 353 Triggers catched
[20:23:08] 1277 Paddocks catched
[20:23:08] 72 Mounts catched
[20:23:08] 4 Guild catched
[20:23:08] 3 GuildMembers catched
[20:23:09] 110 Handlers Readed
[20:23:09] 159 Messages Readed
[20:23:09] WorldServer start in 12780 ms.
[20:23:57] MySQL Database Connected
[20:23:57] 16 Breeds catched
[20:23:57] 256 Heads catched
[20:23:57] 561 Effects catched
[20:23:58] 4 SuperAreas catched
[20:23:58] 48 Areas catched
[20:23:59] 334 SubAreas catched
[20:24:07] 11260 DofusMaps catched
[20:24:07] 9761 StatedElements catched
[20:24:08] 13349 InteractiveElements catched
[20:24:08] 1485 HouseInformations catched
[20:24:08] 556 InteractiveDoors catched
[20:24:08] 3614 MapPositions uncatched
[20:24:08] 14681 MapPositions catched
[20:24:08] 42 MapZaaps catched
[20:24:08] 79 MapSubways catched
[20:24:08] 15228 SpellLevels catched 
[20:24:08] 4772 Spells catched 
[20:24:08] 316 GuildEmblems catched 
[20:24:08] 1179 LearnableSpells catched 
[20:24:08] 9780 ItemTemplates catched 
[20:24:09] 4489 Weapons catched 
[20:24:09] 363 ItemSets catched 
[20:24:09] 171 ItemTypes catched 
[20:24:09] 110 ItemPets catched 
[20:24:09] 2476 NpcTemplates catched 
[20:24:09] 787 NpcSpawns catched 
[20:24:09] 94 NpcItems catched 
[20:24:09] 19801 NpcMessages catched 
[20:24:09] 7 NpcReplies catched 
[20:24:10] 353 Triggers catched
[20:24:10] 1277 Paddocks catched
[20:24:10] 72 Mounts catched
[20:24:10] 4 Guild catched
[20:24:10] 3 GuildMembers catched
[20:24:10] 110 Handlers Readed
[20:24:11] 159 Messages Readed
[20:24:11] WorldServer start in 13783 ms.
[20:28:01] MySQL Database Connected
[20:28:01] 16 Breeds catched
[20:28:01] 256 Heads catched
[20:28:01] 561 Effects catched
[20:28:01] 4 SuperAreas catched
[20:28:01] 48 Areas catched
[20:28:02] 334 SubAreas catched
[20:28:10] 11260 DofusMaps catched
[20:28:10] 9761 StatedElements catched
[20:28:10] 13349 InteractiveElements catched
[20:28:10] 1485 HouseInformations catched
[20:28:10] 556 InteractiveDoors catched
[20:28:10] 3614 MapPositions uncatched
[20:28:10] 14681 MapPositions catched
[20:28:10] 42 MapZaaps catched
[20:28:10] 79 MapSubways catched
[20:28:10] 15228 SpellLevels catched 
[20:28:11] 4772 Spells catched 
[20:28:11] 316 GuildEmblems catched 
[20:28:11] 1179 LearnableSpells catched 
[20:28:11] 9780 ItemTemplates catched 
[20:28:11] 4489 Weapons catched 
[20:28:11] 363 ItemSets catched 
[20:28:11] 171 ItemTypes catched 
[20:28:11] 110 ItemPets catched 
[20:28:11] 2476 NpcTemplates catched 
[20:28:11] 787 NpcSpawns catched 
[20:28:11] 94 NpcItems catched 
[20:28:12] 19801 NpcMessages catched 
[20:28:12] 7 NpcReplies catched 
[20:28:12] 353 Triggers catched
[20:28:12] 1277 Paddocks catched
[20:28:12] 72 Mounts catched
[20:28:12] 4 Guild catched
[20:28:12] 3 GuildMembers catched
[20:28:12] 110 Handlers Readed
[20:28:57] MySQL Database Connected
[20:28:57] 16 Breeds catched
[20:28:57] 256 Heads catched
[20:28:57] 561 Effects catched
[20:28:57] 4 SuperAreas catched
[20:28:57] 48 Areas catched
[20:28:58] 334 SubAreas catched
[20:29:07] 11260 DofusMaps catched
[20:29:07] 9761 StatedElements catched
[20:29:07] 13349 InteractiveElements catched
[20:29:07] 1485 HouseInformations catched
[20:29:07] 556 InteractiveDoors catched
[20:29:08] 3614 MapPositions uncatched
[20:29:08] 14681 MapPositions catched
[20:29:08] 42 MapZaaps catched
[20:29:08] 79 MapSubways catched
[20:29:08] 15228 SpellLevels catched 
[20:29:09] 4772 Spells catched 
[20:29:09] 316 GuildEmblems catched 
[20:29:09] 1179 LearnableSpells catched 
[20:29:09] 9780 ItemTemplates catched 
[20:29:09] 4489 Weapons catched 
[20:29:09] 363 ItemSets catched 
[20:29:09] 171 ItemTypes catched 
[20:29:09] 110 ItemPets catched 
[20:29:10] 2476 NpcTemplates catched 
[20:29:10] 787 NpcSpawns catched 
[20:29:10] 94 NpcItems catched 
[20:29:10] 19801 NpcMessages catched 
[20:29:10] 7 NpcReplies catched 
[20:29:10] 353 Triggers catched
[20:29:10] 1277 Paddocks catched
[20:29:10] 72 Mounts catched
[20:29:10] 4 Guild catched
[20:29:10] 3 GuildMembers catched
[20:29:11] 110 Handlers Readed
[20:29:11] 160 Messages Readed
[20:29:11] WorldServer start in 15020 ms.
[20:48:49] MySQL Database Connected
[20:48:49] 16 Breeds catched
[20:48:49] 256 Heads catched
[20:48:49] 561 Effects catched
[20:48:49] 4 SuperAreas catched
[20:48:49] 48 Areas catched
[20:48:50] 334 SubAreas catched
[20:48:59] 11260 DofusMaps catched
[20:48:59] 9761 StatedElements catched
[20:48:59] 13349 InteractiveElements catched
[20:48:59] 1485 HouseInformations catched
[20:48:59] 556 InteractiveDoors catched
[20:48:59] 3614 MapPositions uncatched
[20:48:59] 14681 MapPositions catched
[20:48:59] 42 MapZaaps catched
[20:48:59] 79 MapSubways catched
[20:49:00] 15228 SpellLevels catched 
[20:49:00] 4772 Spells catched 
[20:49:00] 316 GuildEmblems catched 
[20:49:00] 1179 LearnableSpells catched 
[20:49:00] 9780 ItemTemplates catched 
[20:49:00] 4489 Weapons catched 
[20:49:00] 363 ItemSets catched 
[20:49:00] 171 ItemTypes catched 
[20:49:00] 110 ItemPets catched 
[20:49:01] 2476 NpcTemplates catched 
[20:49:01] 787 NpcSpawns catched 
[20:49:01] 94 NpcItems catched 
[20:49:01] 19801 NpcMessages catched 
[20:49:01] 7 NpcReplies catched 
[20:49:01] 353 Triggers catched
[20:49:01] 1277 Paddocks catched
[20:49:01] 72 Mounts catched
[20:49:01] 4 Guild catched
[20:49:01] 3 GuildMembers catched
[20:49:01] 110 Handlers Readed
[20:49:02] 160 Messages Readed
[20:49:02] WorldServer start in 13716 ms.
[21:00:10] Packet not handled 6541
[21:14:57] MySQL Database Connected
[21:14:57] 16 Breeds catched
[21:14:57] 256 Heads catched
[21:14:57] 561 Effects catched
[21:14:57] 4 SuperAreas catched
[21:14:57] 48 Areas catched
[21:14:58] 334 SubAreas catched
[21:15:06] 11260 DofusMaps catched
[21:15:06] 9761 StatedElements catched
[21:15:06] 13349 InteractiveElements catched
[21:15:06] 1485 HouseInformations catched
[21:15:06] 556 InteractiveDoors catched
[21:15:06] 3614 MapPositions uncatched
[21:15:06] 14681 MapPositions catched
[21:15:06] 42 MapZaaps catched
[21:15:06] 79 MapSubways catched
[21:15:06] 15228 SpellLevels catched 
[21:15:06] 4772 Spells catched 
[21:15:06] 316 GuildEmblems catched 
[21:15:06] 1179 LearnableSpells catched 
[21:15:07] 9780 ItemTemplates catched 
[21:15:07] 4489 Weapons catched 
[21:15:07] 363 ItemSets catched 
[21:15:07] 171 ItemTypes catched 
[21:15:07] 110 ItemPets catched 
[21:15:07] 2476 NpcTemplates catched 
[21:15:07] 787 NpcSpawns catched 
[21:15:07] 94 NpcItems catched 
[21:15:07] 19801 NpcMessages catched 
[21:15:07] 7 NpcReplies catched 
[21:15:08] 353 Triggers catched
[21:15:08] 1277 Paddocks catched
[21:15:08] 72 Mounts catched
[21:15:08] 4 Guild catched
[21:15:08] 3 GuildMembers catched
[21:15:08] 111 Handlers Readed
[21:15:09] 160 Messages Readed
[21:15:09] WorldServer start in 12508 ms.
[21:21:34] MySQL Database Connected
[21:21:34] 16 Breeds catched
[21:21:34] 256 Heads catched
[21:21:34] 561 Effects catched
[21:21:34] 4 SuperAreas catched
[21:21:34] 48 Areas catched
[21:21:35] 334 SubAreas catched
[21:21:44] 11260 DofusMaps catched
[21:21:44] 9761 StatedElements catched
[21:21:44] 13349 InteractiveElements catched
[21:21:44] 1485 HouseInformations catched
[21:21:44] 556 InteractiveDoors catched
[21:21:44] 3614 MapPositions uncatched
[21:21:44] 14681 MapPositions catched
[21:21:44] 42 MapZaaps catched
[21:21:44] 79 MapSubways catched
[21:21:44] 15228 SpellLevels catched 
[21:21:44] 4772 Spells catched 
[21:21:44] 316 GuildEmblems catched 
[21:21:44] 1179 LearnableSpells catched 
[21:21:44] 9780 ItemTemplates catched 
[21:21:45] 4489 Weapons catched 
[21:21:45] 363 ItemSets catched 
[21:21:45] 171 ItemTypes catched 
[21:21:45] 110 ItemPets catched 
[21:21:45] 2476 NpcTemplates catched 
[21:21:45] 787 NpcSpawns catched 
[21:21:45] 94 NpcItems catched 
[21:21:45] 19801 NpcMessages catched 
[21:21:45] 7 NpcReplies catched 
[21:21:45] 353 Triggers catched
[21:21:46] 1277 Paddocks catched
[21:21:46] 72 Mounts catched
[21:21:46] 4 Guild catched
[21:21:46] 3 GuildMembers catched
[21:21:46] 111 Handlers Readed
[21:21:47] 160 Messages Readed
[21:21:47] WorldServer start in 13247 ms.
[21:26:37] MySQL Database Connected
[21:26:37] 16 Breeds catched
[21:26:37] 256 Heads catched
[21:26:37] 561 Effects catched
[21:26:38] 4 SuperAreas catched
[21:26:38] 48 Areas catched
[21:26:39] 334 SubAreas catched
[21:26:48] 11260 DofusMaps catched
[21:26:48] 9761 StatedElements catched
[21:26:49] 13349 InteractiveElements catched
[21:26:49] 1485 HouseInformations catched
[21:26:49] 556 InteractiveDoors catched
[21:26:49] 3614 MapPositions uncatched
[21:26:49] 14681 MapPositions catched
[21:26:49] 42 MapZaaps catched
[21:26:49] 79 MapSubways catched
[21:26:49] 15228 SpellLevels catched 
[21:26:49] 4772 Spells catched 
[21:26:49] 316 GuildEmblems catched 
[21:26:49] 1179 LearnableSpells catched 
[21:26:50] 9780 ItemTemplates catched 
[21:26:50] 4489 Weapons catched 
[21:26:50] 363 ItemSets catched 
[21:26:50] 171 ItemTypes catched 
[21:26:50] 110 ItemPets catched 
[21:26:50] 2476 NpcTemplates catched 
[21:26:50] 787 NpcSpawns catched 
[21:26:50] 94 NpcItems catched 
[21:26:50] 19801 NpcMessages catched 
[21:26:50] 7 NpcReplies catched 
[21:26:51] 353 Triggers catched
[21:26:51] 1277 Paddocks catched
[21:26:51] 72 Mounts catched
[21:26:51] 4 Guild catched
[21:26:51] 3 GuildMembers catched
[21:26:51] 111 Handlers Readed
[21:26:52] 160 Messages Readed
[21:26:52] WorldServer start in 14989 ms.
[21:56:36] Packet not handled 6543
[22:09:24] MySQL Database Connected
[22:09:24] 16 Breeds catched
[22:09:24] 256 Heads catched
[22:09:24] 561 Effects catched
[22:09:24] 4 SuperAreas catched
[22:09:24] 48 Areas catched
[22:09:25] 334 SubAreas catched
[22:09:33] 11260 DofusMaps catched
[22:09:33] 9761 StatedElements catched
